,Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu,lat,lng
0,2012,08/10/2012,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
1,2012,28/05/2012,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
2,2013,20/05/2013,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
3,2013,07/10/2013,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
4,2014,06/10/2014,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
5,2014,02/06/2014,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
6,2015,05/10/2015,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
7,2015,25/05/2015,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
8,2016,03/10/2016,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
9,2016,14/05/2016,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
10,2017,05/06/2017,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
11,2017,02/10/2017,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
12,2018,21/05/2018,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
13,2018,05/10/2018,Abella de la Conca,25001000,25001,0,Festa local,42.161230000000046,1.0920600000000604
14,2012,29/06/2012,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
15,2012,28/05/2012,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
16,2013,29/06/2013,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
17,2013,20/05/2013,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
18,2014,27/06/2014,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
19,2014,09/06/2014,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
20,2015,29/06/2015,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
21,2015,26/06/2015,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
22,2016,31/10/2016,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
23,2016,29/06/2016,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
24,2017,05/06/2017,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
25,2017,29/06/2017,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
26,2018,29/06/2018,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
27,2018,21/05/2018,Abrera,8001000,8001,0,Festa local,41.51944000000003,1.899340000000052
28,2012,12/11/2012,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
29,2012,06/08/2012,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
30,2013,11/11/2013,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
31,2013,05/08/2013,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
32,2014,10/11/2014,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
33,2014,04/08/2014,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
34,2015,05/08/2015,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
35,2015,11/11/2015,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
36,2016,05/08/2016,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
37,2016,11/11/2016,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
38,2017,07/08/2017,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
39,2017,13/11/2017,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
40,2018,12/11/2018,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
41,2018,13/08/2018,Adraén,25909001,25909,1,Festa local,42.275630000000035,1.5010200000000395
42,2012,02/07/2012,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
43,2012,02/02/2012,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
44,2013,08/07/2013,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
45,2013,02/02/2013,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
46,2014,01/09/2014,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
47,2014,07/07/2014,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
48,2015,06/07/2015,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
49,2015,01/09/2015,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
50,2016,01/07/2016,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
51,2016,01/09/2016,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
52,2017,01/09/2017,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
53,2017,30/06/2017,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
54,2018,01/09/2018,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
55,2018,29/06/2018,Adrall,25185001,25185,1,Festa local,42.32606000000004,1.3995500000000334
56,2012,11/06/2012,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
57,2012,07/01/2012,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
58,2013,10/06/2013,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
59,2013,07/01/2013,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
60,2014,09/06/2014,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
61,2014,07/01/2014,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
62,2015,08/06/2015,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
63,2015,07/01/2015,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
64,2016,13/06/2016,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
65,2016,07/01/2016,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
66,2017,12/06/2017,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
67,2017,07/01/2017,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
68,2018,08/01/2018,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
69,2018,11/06/2018,Age,17141001,17141,1,Festa local,42.41852000000006,1.9475500000000352
70,2012,16/08/2012,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
71,2012,23/01/2012,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
72,2013,16/08/2013,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
73,2013,22/01/2013,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
74,2014,16/08/2014,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
75,2014,22/01/2014,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
76,2015,17/08/2015,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
77,2015,22/01/2015,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
78,2016,22/01/2016,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
79,2016,16/08/2016,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
80,2017,21/01/2017,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
81,2017,14/08/2017,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
82,2018,16/08/2018,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
83,2018,22/01/2018,Àger,25002000,25002,0,Festa local,42.003040000000055,0.7640700000000606
84,2023,25/07/2023,Balenyà,8017000,8017,0,Festa local,41.81272000000007,2.234960000000058
85,2023,29/05/2023,Balenyà,8017000,8017,0,Festa local,41.81272000000007,2.234960000000058
86,2012,31/08/2012,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
87,2012,03/09/2012,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
88,2013,30/08/2013,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
89,2013,02/09/2013,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
90,2014,05/09/2014,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
91,2014,08/09/2014,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
92,2015,04/09/2015,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
93,2015,07/09/2015,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
94,2016,05/09/2016,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
95,2016,02/09/2016,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
96,2017,01/09/2017,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
97,2017,04/09/2017,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
98,2018,03/09/2018,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
99,2018,31/08/2018,Agramunt,25003000,25003,0,Festa local,41.78649000000007,1.093210000000056
100,2012,29/11/2012,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
101,2012,02/06/2012,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
102,2013,03/05/2013,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
103,2013,01/06/2013,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
104,2014,03/05/2014,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
105,2014,02/06/2014,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
106,2015,04/05/2015,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
107,2015,08/06/2015,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
108,2016,03/05/2016,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
109,2016,04/06/2016,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
110,2017,03/05/2017,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
111,2017,03/06/2017,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
112,2018,02/06/2018,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
113,2018,03/05/2018,Aguilar,25044001,25044,1,Festa local,15.891530000000046,120.2375300000001
114,2012,15/05/2012,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
115,2012,10/09/2012,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
116,2013,15/05/2013,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
117,2013,02/09/2013,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
118,2014,08/09/2014,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
119,2014,15/05/2014,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
120,2015,07/09/2015,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
121,2015,15/05/2015,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
122,2016,23/06/2016,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
123,2016,05/12/2016,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
124,2017,15/05/2017,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
125,2017,07/12/2017,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
126,2018,30/04/2018,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
127,2018,07/12/2018,Aguilar de Segarra,8002000,8002,0,Festa local,41.73969000000005,1.630290000000059
128,2012,29/09/2012,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
129,2012,23/01/2012,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
130,2013,28/09/2013,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
131,2013,22/01/2013,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
132,2016,24/09/2016,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
133,2016,22/01/2016,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
134,2017,23/01/2017,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
135,2017,23/09/2017,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
136,2018,22/01/2018,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
137,2018,29/09/2018,Aguiló,43139001,43139,1,Festa local,41.552080000000046,1.4174500000000307
138,2012,16/08/2012,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
139,2012,10/04/2012,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
140,2013,02/04/2013,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
141,2013,16/08/2013,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
142,2014,16/08/2014,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
143,2014,22/04/2014,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
144,2015,17/08/2015,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
145,2015,07/04/2015,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
146,2016,16/08/2016,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
147,2016,29/03/2016,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
148,2017,14/08/2017,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
149,2017,18/04/2017,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
150,2018,03/04/2018,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
151,2018,16/08/2018,Agullana,17001000,17001,0,Festa local,42.39428000000004,2.8472700000000373
152,2012,25/08/2012,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
153,2012,26/04/2012,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
154,2013,24/08/2013,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
155,2013,26/04/2013,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
156,2014,23/08/2014,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
157,2014,26/04/2014,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
158,2015,22/08/2015,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
159,2015,25/04/2015,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
160,2016,20/08/2016,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
161,2016,23/04/2016,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
162,2017,22/04/2017,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
163,2017,19/08/2017,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
164,2018,25/08/2018,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
165,2018,21/04/2018,Agulló,25002001,25002,1,Festa local,42.00607000000008,0.7200000000000273
166,2012,07/12/2012,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
167,2012,28/05/2012,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
168,2013,20/05/2013,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
169,2013,09/12/2013,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
170,2014,09/06/2014,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
171,2014,25/07/2014,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
172,2015,07/12/2015,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
173,2015,25/05/2015,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
174,2016,25/07/2016,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
175,2016,07/12/2016,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
176,2017,05/06/2017,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
177,2017,07/12/2017,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
178,2018,07/12/2018,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
179,2018,21/05/2018,Aiguafreda,8014000,8014,0,Festa local,41.76881000000003,2.2502700000000573
180,2012,13/08/2012,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
181,2012,13/12/2012,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
182,2013,13/12/2013,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
183,2013,16/08/2013,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
184,2014,13/12/2014,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
185,2014,16/08/2014,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
186,2015,14/12/2015,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
187,2015,14/08/2015,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
188,2016,13/09/2016,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
189,2016,16/08/2016,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
190,2017,13/12/2017,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
191,2017,14/08/2017,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
192,2018,14/08/2018,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
193,2018,13/12/2018,Aiguamúrcia,43001000,43001,0,Festa local,41.32986000000005,1.358720000000062
194,2012,29/10/2012,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
195,2012,25/07/2012,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
196,2013,29/10/2013,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
197,2013,25/07/2013,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
198,2014,25/07/2014,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
199,2014,29/10/2014,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
200,2015,29/10/2015,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
201,2015,25/07/2015,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
202,2016,29/10/2016,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
203,2016,25/07/2016,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
204,2017,25/07/2017,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
205,2017,05/06/2017,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
206,2018,29/10/2018,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
207,2018,25/07/2018,Aiguaviva,17002000,17002,0,Festa local,41.93808000000007,2.7635700000000725
208,2012,08/10/2012,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
209,2012,26/06/2012,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
210,2013,07/01/2013,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
211,2013,07/10/2013,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
212,2014,03/01/2014,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
213,2014,03/10/2014,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
214,2015,05/01/2015,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
215,2015,02/10/2015,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
216,2016,05/01/2016,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
217,2016,03/10/2016,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
218,2017,05/01/2017,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
219,2017,02/10/2017,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
220,2018,05/01/2018,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
221,2018,01/10/2018,Ainet de Besan,25017001,25017,1,Festa local,42.53815000000003,1.2977100000000519
222,2012,22/02/2012,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
223,2012,29/12/2012,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
224,2013,12/02/2013,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
225,2013,30/12/2013,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
226,2014,29/12/2014,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
227,2014,04/03/2014,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
228,2015,16/02/2015,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
229,2015,29/12/2015,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
230,2016,29/12/2016,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
231,2016,09/02/2016,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
232,2017,29/12/2017,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
233,2017,28/02/2017,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
234,2018,13/02/2018,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
235,2018,29/12/2018,Ainet de Cardós,25901001,25901,1,Festa local,42.58290000000005,1.2360700000000406
236,2012,10/11/2012,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
237,2012,08/09/2012,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
238,2013,09/09/2013,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
239,2013,11/11/2013,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
240,2014,09/09/2014,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
241,2014,11/11/2014,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
242,2015,11/11/2015,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
243,2015,09/09/2015,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
244,2016,09/09/2016,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
245,2016,11/11/2016,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
246,2017,09/09/2017,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
247,2017,11/11/2017,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
248,2018,12/11/2018,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
249,2018,10/09/2018,Aineto,25123001,25123,1,Festa local,42.39252000000005,-0.192579999999964
250,2012,18/05/2012,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
251,2012,31/08/2012,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
252,2013,02/09/2013,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
253,2013,17/05/2013,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
254,2014,16/05/2014,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
255,2014,02/09/2014,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
256,2015,15/05/2015,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
257,2015,02/09/2015,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
258,2016,20/05/2016,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
259,2016,02/09/2016,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
260,2017,01/09/2017,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
261,2017,19/05/2017,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
262,2018,31/08/2018,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
263,2018,18/05/2018,Aitona,25038000,25038,0,Festa local,41.49433000000005,0.4601100000000429
264,2012,20/01/2012,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
265,2012,09/11/2012,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
266,2013,21/01/2013,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
267,2013,08/11/2013,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
268,2014,07/11/2014,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
269,2014,20/01/2014,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
270,2015,13/11/2015,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
271,2015,20/01/2015,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
272,2016,20/01/2016,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
273,2016,11/11/2016,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
274,2017,10/11/2017,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
275,2017,20/01/2017,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
276,2018,09/11/2018,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
277,2018,19/01/2018,"Alamús, els",25004000,25004,0,Festa local,41.61617000000007,0.7368400000000292
278,2012,15/05/2012,Alàs i Cerc,25005000,25005,0,Festa local,42.35130000000004,1.50681000000003
279,2012,16/07/2012,Alàs i Cerc,25005000,25005,0,Festa local,42.35130000000004,1.50681000000003
280,2013,15/05/2013,Alàs i Cerc,25005000,25005,0,Festa local,42.35130000000004,1.50681000000003
281,2013,22/07/2013,Alàs i Cerc,25005000,25005,0,Festa local,42.35130000000004,1.50681000000003
