,Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu,lat,lng
16528,2014,04/12/2014,Sensui,25190001,25190,1,Festa local,,
16529,2014,05/08/2014,Sensui,25190001,25190,1,Festa local,,
16530,2015,04/12/2015,Sensui,25190001,25190,1,Festa local,,
16531,2015,05/08/2015,Sensui,25190001,25190,1,Festa local,,
16532,2016,29/04/2016,Sensui,25190001,25190,1,Festa local,,
16533,2016,05/08/2016,Sensui,25190001,25190,1,Festa local,,
16534,2017,05/06/2017,Sensui,25190001,25190,1,Festa local,,
16535,2017,04/12/2017,Sensui,25190001,25190,1,Festa local,,
16536,2018,21/05/2018,Sensui,25190001,25190,1,Festa local,,
16537,2018,07/12/2018,Sensui,25190001,25190,1,Festa local,,
16538,2012,14/08/2012,Senterada,25202000,25202,0,Festa local,,
16539,2012,28/07/2012,Senterada,25202000,25202,0,Festa local,,
16540,2013,16/08/2013,Senterada,25202000,25202,0,Festa local,,
16541,2013,29/07/2013,Senterada,25202000,25202,0,Festa local,,
16542,2014,14/08/2014,Senterada,25202000,25202,0,Festa local,,
16543,2014,28/07/2014,Senterada,25202000,25202,0,Festa local,,
16544,2015,14/08/2015,Senterada,25202000,25202,0,Festa local,,
16545,2015,28/07/2015,Senterada,25202000,25202,0,Festa local,,
16546,2016,16/08/2016,Senterada,25202000,25202,0,Festa local,,
16547,2016,28/07/2016,Senterada,25202000,25202,0,Festa local,,
16548,2017,28/07/2017,Senterada,25202000,25202,0,Festa local,,
16549,2017,16/08/2017,Senterada,25202000,25202,0,Festa local,,
16550,2018,16/08/2018,Senterada,25202000,25202,0,Festa local,,
16551,2018,27/07/2018,Senterada,25202000,25202,0,Festa local,,
16552,2012,28/09/2012,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16553,2012,11/05/2012,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16554,2013,10/05/2013,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16555,2013,27/09/2013,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16556,2014,29/09/2014,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16557,2014,09/06/2014,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16558,2015,25/05/2015,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16559,2015,29/09/2015,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16560,2016,09/05/2016,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16561,2016,29/09/2016,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16562,2017,08/05/2017,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16563,2017,29/09/2017,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16564,2018,07/05/2018,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16565,2018,28/09/2018,"Sentiu de Sió, la",25035000,25035,0,Festa local,,
16566,2012,03/09/2012,Sentmenat,8267000,8267,0,Festa local,,
16567,2012,12/11/2012,Sentmenat,8267000,8267,0,Festa local,,
16568,2013,11/11/2013,Sentmenat,8267000,8267,0,Festa local,,
16569,2013,02/09/2013,Sentmenat,8267000,8267,0,Festa local,,
16570,2014,11/11/2014,Sentmenat,8267000,8267,0,Festa local,,
16571,2014,08/09/2014,Sentmenat,8267000,8267,0,Festa local,,
16572,2015,11/11/2015,Sentmenat,8267000,8267,0,Festa local,,
16573,2015,07/09/2015,Sentmenat,8267000,8267,0,Festa local,,
16574,2016,05/09/2016,Sentmenat,8267000,8267,0,Festa local,,
16575,2016,11/11/2016,Sentmenat,8267000,8267,0,Festa local,,
16576,2017,04/09/2017,Sentmenat,8267000,8267,0,Festa local,,
16577,2017,13/11/2017,Sentmenat,8267000,8267,0,Festa local,,
16578,2018,12/11/2018,Sentmenat,8267000,8267,0,Festa local,,
16579,2018,03/09/2018,Sentmenat,8267000,8267,0,Festa local,,
16580,2012,03/12/2012,Serinyà,17190000,17190,0,Festa local,,
16581,2012,22/10/2012,Serinyà,17190000,17190,0,Festa local,,
16582,2013,02/12/2013,Serinyà,17190000,17190,0,Festa local,,
16583,2013,21/10/2013,Serinyà,17190000,17190,0,Festa local,,
16584,2014,20/10/2014,Serinyà,17190000,17190,0,Festa local,,
16585,2014,01/12/2014,Serinyà,17190000,17190,0,Festa local,,
16586,2015,30/11/2015,Serinyà,17190000,17190,0,Festa local,,
16587,2015,26/10/2015,Serinyà,17190000,17190,0,Festa local,,
16588,2016,24/10/2016,Serinyà,17190000,17190,0,Festa local,,
16589,2016,28/11/2016,Serinyà,17190000,17190,0,Festa local,,
16590,2017,23/10/2017,Serinyà,17190000,17190,0,Festa local,,
16591,2017,27/11/2017,Serinyà,17190000,17190,0,Festa local,,
16592,2018,22/10/2018,Serinyà,17190000,17190,0,Festa local,,
16593,2018,03/12/2018,Serinyà,17190000,17190,0,Festa local,,
16594,2012,10/09/2012,Seròs,25204000,25204,0,Festa local,,
16595,2012,13/04/2012,Seròs,25204000,25204,0,Festa local,,
16596,2013,09/09/2013,Seròs,25204000,25204,0,Festa local,,
16597,2013,05/04/2013,Seròs,25204000,25204,0,Festa local,,
16598,2014,08/09/2014,Seròs,25204000,25204,0,Festa local,,
16599,2014,25/04/2014,Seròs,25204000,25204,0,Festa local,,
16600,2015,10/04/2015,Seròs,25204000,25204,0,Festa local,,
16601,2015,08/09/2015,Seròs,25204000,25204,0,Festa local,,
16602,2016,01/04/2016,Seròs,25204000,25204,0,Festa local,,
16603,2016,08/09/2016,Seròs,25204000,25204,0,Festa local,,
16604,2017,08/09/2017,Seròs,25204000,25204,0,Festa local,,
16605,2017,21/04/2017,Seròs,25204000,25204,0,Festa local,,
16606,2018,10/09/2018,Seròs,25204000,25204,0,Festa local,,
16607,2018,06/04/2018,Seròs,25204000,25204,0,Festa local,,
16608,2012,06/08/2012,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16609,2012,02/01/2012,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16610,2013,06/08/2013,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16611,2013,02/01/2013,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16612,2014,11/08/2014,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16613,2014,02/01/2014,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16614,2015,02/01/2015,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16615,2015,10/08/2015,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16616,2016,04/01/2016,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16617,2016,08/08/2016,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16618,2017,02/01/2017,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16619,2017,07/08/2017,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16620,2018,06/08/2018,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16621,2018,02/01/2018,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16622,2019,09/08/2019,"Serra d'Almos, la",43150003,43150,3,Festa local,,
16623,2012,04/05/2012,Serra de Daró,17191000,17191,0,Festa local,,
16624,2012,28/05/2012,Serra de Daró,17191000,17191,0,Festa local,,
16625,2013,20/05/2013,Serra de Daró,17191000,17191,0,Festa local,,
16626,2013,03/05/2013,Serra de Daró,17191000,17191,0,Festa local,,
16627,2014,02/05/2014,Serra de Daró,17191000,17191,0,Festa local,,
16628,2014,09/06/2014,Serra de Daró,17191000,17191,0,Festa local,,
16629,2015,25/05/2015,Serra de Daró,17191000,17191,0,Festa local,,
16630,2015,30/04/2015,Serra de Daró,17191000,17191,0,Festa local,,
16631,2016,15/04/2016,Serra de Daró,17191000,17191,0,Festa local,,
16632,2016,04/05/2016,Serra de Daró,17191000,17191,0,Festa local,,
16633,2017,16/05/2017,Serra de Daró,17191000,17191,0,Festa local,,
16634,2017,05/05/2017,Serra de Daró,17191000,17191,0,Festa local,,
16635,2018,21/05/2018,Serra de Daró,17191000,17191,0,Festa local,,
16636,2018,04/05/2018,Serra de Daró,17191000,17191,0,Festa local,,
16637,2012,26/04/2012,Serradell,25161009,25161,9,Festa local,,
16638,2012,30/11/2012,Serradell,25161009,25161,9,Festa local,,
16639,2013,30/11/2013,Serradell,25161009,25161,9,Festa local,,
16640,2013,26/04/2013,Serradell,25161009,25161,9,Festa local,,
16641,2014,29/11/2014,Serradell,25161009,25161,9,Festa local,,
16642,2014,26/04/2014,Serradell,25161009,25161,9,Festa local,,
16643,2015,30/11/2015,Serradell,25161009,25161,9,Festa local,,
16644,2015,25/04/2015,Serradell,25161009,25161,9,Festa local,,
16645,2016,23/04/2016,Serradell,25161009,25161,9,Festa local,,
16646,2016,30/11/2016,Serradell,25161009,25161,9,Festa local,,
16647,2017,30/11/2017,Serradell,25161009,25161,9,Festa local,,
16648,2017,24/08/2017,Serradell,25161009,25161,9,Festa local,,
16649,2018,30/11/2018,Serradell,25161009,25161,9,Festa local,,
16650,2018,24/08/2018,Serradell,25161009,25161,9,Festa local,,
16651,2012,24/02/2012,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16652,2012,10/09/2012,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16653,2013,25/02/2013,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16654,2013,09/09/2013,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16655,2014,24/02/2014,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16656,2014,08/09/2014,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16657,2015,23/02/2015,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16658,2015,07/09/2015,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16659,2016,02/05/2016,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16660,2016,10/09/2016,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16661,2017,29/04/2017,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16662,2017,28/02/2017,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16663,2018,13/02/2018,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16664,2018,28/04/2018,"Serra de Rialb, la",25042007,25042,7,Festa local,,
16665,2012,03/08/2012,"Serra, la",8286001,8286,1,Festa local,,
16666,2012,22/06/2012,"Serra, la",8286001,8286,1,Festa local,,
16667,2013,21/06/2013,"Serra, la",8286001,8286,1,Festa local,,
16668,2013,02/08/2013,"Serra, la",8286001,8286,1,Festa local,,
16669,2014,23/06/2014,"Serra, la",8286001,8286,1,Festa local,,
16670,2014,01/08/2014,"Serra, la",8286001,8286,1,Festa local,,
16671,2015,31/07/2015,"Serra, la",8286001,8286,1,Festa local,,
16672,2015,23/06/2015,"Serra, la",8286001,8286,1,Festa local,,
16673,2016,23/06/2016,"Serra, la",8286001,8286,1,Festa local,,
16674,2016,05/08/2016,"Serra, la",8286001,8286,1,Festa local,,
16675,2017,04/08/2017,"Serra, la",8286001,8286,1,Festa local,,
16676,2017,23/06/2017,"Serra, la",8286001,8286,1,Festa local,,
16677,2018,03/08/2018,"Serra, la",8286001,8286,1,Festa local,,
16678,2018,22/06/2018,"Serra, la",8286001,8286,1,Festa local,,
16679,2013,06/08/2013,Serrateix,8308002,8308,2,Festa local,,
16680,2013,30/09/2013,Serrateix,8308002,8308,2,Festa local,,
16681,2014,06/08/2014,Serrateix,8308002,8308,2,Festa local,,
16682,2014,12/05/2014,Serrateix,8308002,8308,2,Festa local,,
16683,2016,09/05/2016,Serrateix,8308002,8308,2,Festa local,,
16684,2016,06/08/2016,Serrateix,8308002,8308,2,Festa local,,
16685,2017,05/08/2017,Serrateix,8308002,8308,2,Festa local,,
16686,2017,15/05/2017,Serrateix,8308002,8308,2,Festa local,,
16687,2018,14/05/2018,Serrateix,8308002,8308,2,Festa local,,
16688,2018,06/08/2018,Serrateix,8308002,8308,2,Festa local,,
16689,2012,08/05/2012,Setcases,17192000,17192,0,Festa local,,
16690,2012,29/09/2012,Setcases,17192000,17192,0,Festa local,,
16691,2013,30/09/2013,Setcases,17192000,17192,0,Festa local,,
16692,2013,08/05/2013,Setcases,17192000,17192,0,Festa local,,
16693,2014,29/09/2014,Setcases,17192000,17192,0,Festa local,,
16694,2014,30/09/2014,Setcases,17192000,17192,0,Festa local,,
16695,2015,29/09/2015,Setcases,17192000,17192,0,Festa local,,
16696,2015,05/05/2015,Setcases,17192000,17192,0,Festa local,,
16697,2016,09/05/2016,Setcases,17192000,17192,0,Festa local,,
16698,2016,29/09/2016,Setcases,17192000,17192,0,Festa local,,
16699,2017,08/05/2017,Setcases,17192000,17192,0,Festa local,,
16700,2017,29/09/2017,Setcases,17192000,17192,0,Festa local,,
16701,2018,08/05/2018,Setcases,17192000,17192,0,Festa local,,
16702,2018,01/10/2018,Setcases,17192000,17192,0,Festa local,,
16703,2012,07/07/2012,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16704,2012,20/01/2012,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16705,2013,21/01/2013,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16706,2013,08/07/2013,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16707,2014,07/07/2014,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16708,2014,20/01/2014,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16709,2015,07/07/2015,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16710,2015,20/01/2015,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16711,2016,07/07/2016,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16712,2016,20/01/2016,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16713,2017,07/07/2017,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16714,2017,20/01/2017,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16715,2018,20/01/2018,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16716,2018,07/07/2018,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
16717,2012,28/05/2012,Seva,8269000,8269,0,Festa local,,
16718,2012,30/04/2012,Seva,8269000,8269,0,Festa local,,
16719,2013,20/05/2013,Seva,8269000,8269,0,Festa local,,
16720,2013,05/12/2013,Seva,8269000,8269,0,Festa local,,
16721,2014,09/06/2014,Seva,8269000,8269,0,Festa local,,
16722,2014,05/12/2014,Seva,8269000,8269,0,Festa local,,
16723,2015,07/12/2015,Seva,8269000,8269,0,Festa local,,
16724,2015,25/05/2015,Seva,8269000,8269,0,Festa local,,
16725,2016,02/05/2016,Seva,8269000,8269,0,Festa local,,
16726,2016,31/10/2016,Seva,8269000,8269,0,Festa local,,
16727,2017,27/02/2017,Seva,8269000,8269,0,Festa local,,
16728,2017,05/06/2017,Seva,8269000,8269,0,Festa local,,
16729,2018,21/05/2018,Seva,8269000,8269,0,Festa local,,
16730,2018,30/04/2018,Seva,8269000,8269,0,Festa local,,
16731,2012,03/02/2012,Sidamon,25205000,25205,0,Festa local,,
16732,2012,24/08/2012,Sidamon,25205000,25205,0,Festa local,,
16733,2013,19/03/2013,Sidamon,25205000,25205,0,Festa local,,
16734,2013,23/08/2013,Sidamon,25205000,25205,0,Festa local,,
16735,2014,22/08/2014,Sidamon,25205000,25205,0,Festa local,,
16736,2014,03/02/2014,Sidamon,25205000,25205,0,Festa local,,
16737,2015,03/02/2015,Sidamon,25205000,25205,0,Festa local,,
16738,2015,24/08/2015,Sidamon,25205000,25205,0,Festa local,,
16739,2016,24/08/2016,Sidamon,25205000,25205,0,Festa local,,
16740,2016,03/02/2016,Sidamon,25205000,25205,0,Festa local,,
16741,2017,03/02/2017,Sidamon,25205000,25205,0,Festa local,,
16742,2017,24/08/2017,Sidamon,25205000,25205,0,Festa local,,
16743,2018,19/03/2018,Sidamon,25205000,25205,0,Festa local,,
16744,2018,24/08/2018,Sidamon,25205000,25205,0,Festa local,,
16745,2012,28/09/2012,Sils,17193000,17193,0,Festa local,,
16746,2012,26/09/2012,Sils,17193000,17193,0,Festa local,,
16747,2013,26/09/2013,Sils,17193000,17193,0,Festa local,,
16748,2013,27/09/2013,Sils,17193000,17193,0,Festa local,,
16749,2014,29/09/2014,Sils,17193000,17193,0,Festa local,,
16750,2014,26/09/2014,Sils,17193000,17193,0,Festa local,,
16751,2015,25/09/2015,Sils,17193000,17193,0,Festa local,,
16752,2015,28/09/2015,Sils,17193000,17193,0,Festa local,,
16753,2016,23/09/2016,Sils,17193000,17193,0,Festa local,,
16754,2016,26/09/2016,Sils,17193000,17193,0,Festa local,,
16755,2017,25/09/2017,Sils,17193000,17193,0,Festa local,,
16756,2017,26/09/2017,Sils,17193000,17193,0,Festa local,,
16757,2018,26/09/2018,Sils,17193000,17193,0,Festa local,,
16758,2018,28/09/2018,Sils,17193000,17193,0,Festa local,,
16759,2012,27/08/2012,"Sisquella, la",25905009,25905,9,Festa local,,
16760,2012,30/04/2012,"Sisquella, la",25905009,25905,9,Festa local,,
16761,2013,26/08/2013,"Sisquella, la",25905009,25905,9,Festa local,,
16762,2013,29/04/2013,"Sisquella, la",25905009,25905,9,Festa local,,
16763,2014,28/04/2014,"Sisquella, la",25905009,25905,9,Festa local,,
16764,2014,25/08/2014,"Sisquella, la",25905009,25905,9,Festa local,,
16765,2015,31/08/2015,"Sisquella, la",25905009,25905,9,Festa local,,
16766,2015,27/04/2015,"Sisquella, la",25905009,25905,9,Festa local,,
16767,2016,29/08/2016,"Sisquella, la",25905009,25905,9,Festa local,,
16768,2016,25/04/2016,"Sisquella, la",25905009,25905,9,Festa local,,
16769,2017,28/08/2017,"Sisquella, la",25905009,25905,9,Festa local,,
16770,2017,24/04/2017,"Sisquella, la",25905009,25905,9,Festa local,,
16771,2018,23/04/2018,"Sisquella, la",25905009,25905,9,Festa local,,
16772,2018,27/08/2018,"Sisquella, la",25905009,25905,9,Festa local,,
16773,2012,10/04/2012,Sisteró,25911011,25911,11,Festa local,,
16774,2012,26/05/2012,Sisteró,25911011,25911,11,Festa local,,
16775,2013,08/04/2013,Sisteró,25911011,25911,11,Festa local,,
16776,2014,07/04/2014,Sisteró,25911011,25911,11,Festa local,,
16777,2014,08/04/2014,Sisteró,25911011,25911,11,Festa local,,
16778,2015,08/04/2015,Sisteró,25911011,25911,11,Festa local,,
16779,2015,07/04/2015,Sisteró,25911011,25911,11,Festa local,,
16780,2016,08/04/2016,Sisteró,25911011,25911,11,Festa local,,
16781,2016,07/04/2016,Sisteró,25911011,25911,11,Festa local,,
16782,2017,08/04/2017,Sisteró,25911011,25911,11,Festa local,,
16783,2017,07/04/2017,Sisteró,25911011,25911,11,Festa local,,
16784,2012,22/02/2012,Sitges,8270000,8270,0,Festa local,,
16785,2012,24/08/2012,Sitges,8270000,8270,0,Festa local,,
16786,2013,23/09/2013,Sitges,8270000,8270,0,Festa local,,
16787,2013,24/08/2013,Sitges,8270000,8270,0,Festa local,,
16788,2014,05/03/2014,Sitges,8270000,8270,0,Festa local,,
16789,2014,23/09/2014,Sitges,8270000,8270,0,Festa local,,
16790,2015,24/08/2015,Sitges,8270000,8270,0,Festa local,,
16791,2015,23/09/2015,Sitges,8270000,8270,0,Festa local,,
16792,2016,24/08/2016,Sitges,8270000,8270,0,Festa local,,
16793,2016,23/09/2016,Sitges,8270000,8270,0,Festa local,,
16794,2017,24/08/2017,Sitges,8270000,8270,0,Festa local,,
16795,2017,23/09/2017,Sitges,8270000,8270,0,Festa local,,
16796,2018,14/02/2018,Sitges,8270000,8270,0,Festa local,,
16797,2018,24/08/2018,Sitges,8270000,8270,0,Festa local,,
16798,2012,29/06/2012,Siurana,17052000,17052,0,Festa local,,
16799,2012,03/05/2012,Siurana,17052000,17052,0,Festa local,,
16800,2012,09/05/2012,Siurana,43049002,43049,2,Festa local,,
16801,2012,16/08/2012,Siurana,43049002,43049,2,Festa local,,
16802,2013,09/05/2013,Siurana,43049002,43049,2,Festa local,,
16803,2013,03/05/2013,Siurana,17052000,17052,0,Festa local,,
16804,2013,29/06/2013,Siurana,17052000,17052,0,Festa local,,
16805,2013,14/08/2013,Siurana,43049002,43049,2,Festa local,,
16806,2014,14/08/2014,Siurana,43049002,43049,2,Festa local,,
16807,2014,09/05/2014,Siurana,43049002,43049,2,Festa local,,
16808,2015,29/06/2015,Siurana,17052000,17052,0,Festa local,,
16809,2015,09/05/2015,Siurana,43049002,43049,2,Festa local,,
16810,2015,25/05/2015,Siurana,17052000,17052,0,Festa local,,
16811,2015,14/08/2015,Siurana,43049002,43049,2,Festa local,,
16812,2016,03/05/2016,Siurana,17052000,17052,0,Festa local,,
16813,2016,09/05/2016,Siurana,43049002,43049,2,Festa local,,
16814,2016,29/06/2016,Siurana,17052000,17052,0,Festa local,,
16815,2016,16/08/2016,Siurana,43049002,43049,2,Festa local,,
16816,2017,03/05/2017,Siurana,17052000,17052,0,Festa local,,
16817,2017,09/05/2017,Siurana,43049002,43049,2,Festa local,,
16818,2017,14/08/2017,Siurana,43049002,43049,2,Festa local,,
16819,2017,29/06/2017,Siurana,17052000,17052,0,Festa local,,
16820,2018,09/05/2018,Siurana,43049002,43049,2,Festa local,,
16821,2018,14/08/2018,Siurana,43049002,43049,2,Festa local,,
16822,2012,15/05/2012,Sobremunt,8271000,8271,0,Festa local,,
16823,2012,13/12/2012,Sobremunt,8271000,8271,0,Festa local,,
16824,2013,11/11/2013,Sobremunt,8271000,8271,0,Festa local,,
16825,2013,15/05/2013,Sobremunt,8271000,8271,0,Festa local,,
16826,2014,11/11/2014,Sobremunt,8271000,8271,0,Festa local,,
16827,2014,15/05/2014,Sobremunt,8271000,8271,0,Festa local,,
16828,2019,23/09/2019,Sitges,8270000,8270,0,Festa local,,
16829,2015,15/05/2015,Sobremunt,8271000,8271,0,Festa local,,
16830,2015,11/11/2015,Sobremunt,8271000,8271,0,Festa local,,
16831,2016,13/12/2016,Sobremunt,8271000,8271,0,Festa local,,
16832,2016,11/11/2016,Sobremunt,8271000,8271,0,Festa local,,
16833,2017,15/05/2017,Sobremunt,8271000,8271,0,Festa local,,
16834,2017,13/12/2017,Sobremunt,8271000,8271,0,Festa local,,
16835,2018,15/05/2018,Sobremunt,8271000,8271,0,Festa local,,
16836,2018,13/12/2018,Sobremunt,8271000,8271,0,Festa local,,
16837,2012,19/03/2012,"Soleràs, el",25206000,25206,0,Festa local,,
16838,2012,04/08/2012,"Soleràs, el",25206000,25206,0,Festa local,,
16839,2013,19/03/2013,"Soleràs, el",25206000,25206,0,Festa local,,
16840,2013,16/08/2013,"Soleràs, el",25206000,25206,0,Festa local,,
16841,2014,04/08/2014,"Soleràs, el",25206000,25206,0,Festa local,,
16842,2014,14/08/2014,"Soleràs, el",25206000,25206,0,Festa local,,
16843,2015,14/08/2015,"Soleràs, el",25206000,25206,0,Festa local,,
16844,2015,04/08/2015,"Soleràs, el",25206000,25206,0,Festa local,,
16845,2016,04/08/2016,"Soleràs, el",25206000,25206,0,Festa local,,
16846,2016,16/08/2016,"Soleràs, el",25206000,25206,0,Festa local,,
16847,2017,14/08/2017,"Soleràs, el",25206000,25206,0,Festa local,,
16848,2017,04/08/2017,"Soleràs, el",25206000,25206,0,Festa local,,
16849,2018,16/08/2018,"Soleràs, el",25206000,25206,0,Festa local,,
16850,2018,19/03/2018,"Soleràs, el",25206000,25206,0,Festa local,,
16851,2012,07/12/2012,Solivella,43147000,43147,0,Festa local,,
16852,2012,10/09/2012,Solivella,43147000,43147,0,Festa local,,
16853,2013,09/09/2013,Solivella,43147000,43147,0,Festa local,,
16854,2013,16/08/2013,Solivella,43147000,43147,0,Festa local,,
16855,2014,02/05/2014,Solivella,43147000,43147,0,Festa local,,
16856,2014,09/09/2014,Solivella,43147000,43147,0,Festa local,,
16857,2015,09/09/2015,Solivella,43147000,43147,0,Festa local,,
16858,2015,07/12/2015,Solivella,43147000,43147,0,Festa local,,
16859,2016,09/09/2016,Solivella,43147000,43147,0,Festa local,,
16860,2016,31/10/2016,Solivella,43147000,43147,0,Festa local,,
16861,2017,14/08/2017,Solivella,43147000,43147,0,Festa local,,
16862,2017,08/09/2017,Solivella,43147000,43147,0,Festa local,,
16863,2018,10/09/2018,Solivella,43147000,43147,0,Festa local,,
16864,2018,02/11/2018,Solivella,43147000,43147,0,Festa local,,
16865,2012,08/09/2012,Solsona,25207000,25207,0,Festa local,,
16866,2012,10/09/2012,Solsona,25207000,25207,0,Festa local,,
16867,2013,10/09/2013,Solsona,25207000,25207,0,Festa local,,
16868,2013,09/09/2013,Solsona,25207000,25207,0,Festa local,,
16869,2014,09/09/2014,Solsona,25207000,25207,0,Festa local,,
16870,2014,08/09/2014,Solsona,25207000,25207,0,Festa local,,
16871,2015,09/09/2015,Solsona,25207000,25207,0,Festa local,,
16872,2015,08/09/2015,Solsona,25207000,25207,0,Festa local,,
16873,2016,08/09/2016,Solsona,25207000,25207,0,Festa local,,
16874,2016,09/09/2016,Solsona,25207000,25207,0,Festa local,,
16875,2017,09/09/2017,Solsona,25207000,25207,0,Festa local,,
16876,2017,08/09/2017,Solsona,25207000,25207,0,Festa local,,
16877,2018,08/09/2018,Solsona,25207000,25207,0,Festa local,,
16878,2018,10/09/2018,Solsona,25207000,25207,0,Festa local,,
16879,2012,04/08/2012,Son,25024005,25024,5,Festa local,,
16880,2012,21/02/2012,Son,25024005,25024,5,Festa local,,
16881,2013,02/08/2013,Son,25024005,25024,5,Festa local,,
16882,2013,12/02/2013,Son,25024005,25024,5,Festa local,,
16883,2014,02/08/2014,Son,25024005,25024,5,Festa local,,
16884,2014,04/03/2014,Son,25024005,25024,5,Festa local,,
16885,2015,03/08/2015,Son,25024005,25024,5,Festa local,,
16886,2015,17/02/2015,Son,25024005,25024,5,Festa local,,
16887,2016,08/08/2016,Son,25024005,25024,5,Festa local,,
16888,2016,09/02/2016,Son,25024005,25024,5,Festa local,,
16889,2017,05/08/2017,Son,25024005,25024,5,Festa local,,
16890,2017,28/02/2017,Son,25024005,25024,5,Festa local,,
16891,2018,13/02/2018,Son,25024005,25024,5,Festa local,,
16892,2018,06/08/2018,Son,25024005,25024,5,Festa local,,
16893,2012,29/06/2012,Sora,8272000,8272,0,Festa local,,
16894,2012,15/05/2012,Sora,8272000,8272,0,Festa local,,
16895,2013,15/05/2013,Sora,8272000,8272,0,Festa local,,
16896,2013,29/06/2013,Sora,8272000,8272,0,Festa local,,
16897,2014,09/06/2014,Sora,8272000,8272,0,Festa local,,
16898,2014,15/05/2014,Sora,8272000,8272,0,Festa local,,
16899,2015,29/06/2015,Sora,8272000,8272,0,Festa local,,
16900,2015,15/05/2015,Sora,8272000,8272,0,Festa local,,
16901,2016,29/06/2016,Sora,8272000,8272,0,Festa local,,
16902,2016,13/05/2016,Sora,8272000,8272,0,Festa local,,
16903,2017,15/05/2017,Sora,8272000,8272,0,Festa local,,
16904,2017,29/06/2017,Sora,8272000,8272,0,Festa local,,
16905,2018,15/05/2018,Sora,8272000,8272,0,Festa local,,
16906,2018,29/06/2018,Sora,8272000,8272,0,Festa local,,
16907,2012,14/08/2012,Soriguera,25208000,25208,0,Festa local,,
16908,2012,21/02/2012,Soriguera,25208000,25208,0,Festa local,,
16909,2013,14/08/2013,Soriguera,25208000,25208,0,Festa local,,
16910,2013,12/02/2013,Soriguera,25208000,25208,0,Festa local,,
16911,2014,04/03/2014,Soriguera,25208000,25208,0,Festa local,,
16912,2014,14/08/2014,Soriguera,25208000,25208,0,Festa local,,
16913,2015,14/08/2015,Soriguera,25208000,25208,0,Festa local,,
16914,2015,17/02/2015,Soriguera,25208000,25208,0,Festa local,,
16915,2016,16/08/2016,Soriguera,25208000,25208,0,Festa local,,
16916,2016,09/02/2016,Soriguera,25208000,25208,0,Festa local,,
16917,2017,28/02/2017,Soriguera,25208000,25208,0,Festa local,,
