Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2022,21/03/2022,Miami Platja,43092001,43092,001,Festa local
2020,24/07/2020,Miami Platja,43092001,43092,001,Festa local
2022,25/07/2022,Miami Platja,43092001,43092,001,Festa local
2023,25/07/2023,Miami Platja,43092001,43092,001,Festa local
2021,26/07/2021,Miami Platja,43092001,43092,001,Festa local
2020,17/01/2020,Móra d'Ebre,43093000,43093,000,Festa local
2022,17/01/2022,Móra d'Ebre,43093000,43093,000,Festa local
2023,17/01/2023,Móra d'Ebre,43093000,43093,000,Festa local
2021,18/01/2021,Móra d'Ebre,43093000,43093,000,Festivitat de Sant Antoni
2023,25/08/2023,Móra d'Ebre,43093000,43093,000,Festa local
2022,26/08/2022,Móra d'Ebre,43093000,43093,000,Festa local
2021,27/08/2021,Móra d'Ebre,43093000,43093,000,Festes Majors
2020,28/08/2020,Móra d'Ebre,43093000,43093,000,Festa local
2021,02/08/2021,Móra la Nova,43094000,43094,000,Festa Major
2020,03/08/2020,Móra la Nova,43094000,43094,000,Festa local
2023,07/08/2023,Móra la Nova,43094000,43094,000,Festa local
2022,08/08/2022,Móra la Nova,43094000,43094,000,Festa local
2022,21/10/2022,Móra la Nova,43094000,43094,000,Festa local
2021,22/10/2021,Móra la Nova,43094000,43094,000,Fira
2020,23/10/2020,Móra la Nova,43094000,43094,000,Festa local
2023,27/10/2023,Móra la Nova,43094000,43094,000,Festa local
2022,01/08/2022,"Morell, el",43095000,43095,000,Festa local
2021,02/08/2021,"Morell, el",43095000,43095,000,Festa local
2020,03/08/2020,"Morell, el",43095000,43095,000,Festa local
2020,09/11/2020,"Morell, el",43095000,43095,000,Festa local
2023,13/11/2023,"Morell, el",43095000,43095,000,Festa local
2022,14/11/2022,"Morell, el",43095000,43095,000,Festa local
2021,15/11/2021,"Morell, el",43095000,43095,000,Festa local
2023,31/07/2023,"Morell, el",43095000,43095,000,Festa local
2020,07/09/2020,"Morera de Montsant, la",43096000,43096,000,Festa local
2021,07/12/2021,"Morera de Montsant, la",43096000,43096,000,Festa local
2023,07/12/2023,"Morera de Montsant, la",43096000,43096,000,Festa local
2020,08/09/2020,"Morera de Montsant, la",43096000,43096,000,Festa local
2021,08/09/2021,"Morera de Montsant, la",43096000,43096,000,Festa local
2022,08/09/2022,"Morera de Montsant, la",43096000,43096,000,Festa local
2023,08/09/2023,"Morera de Montsant, la",43096000,43096,000,Festa local
2022,09/09/2022,"Morera de Montsant, la",43096000,43096,000,Festa local
2022,05/12/2022,Escaladei,43096001,43096,001,Festa local
2021,07/12/2021,Escaladei,43096001,43096,001,Festa local
2022,07/12/2022,Escaladei,43096001,43096,001,Festa local
2023,07/12/2023,Escaladei,43096001,43096,001,Festa local
2023,13/10/2023,Escaladei,43096001,43096,001,Festa local
2020,24/09/2020,Escaladei,43096001,43096,001,Festa local
2021,24/09/2021,Escaladei,43096001,43096,001,Festa local
2020,25/09/2020,Escaladei,43096001,43096,001,Festa local
2020,22/07/2020,"Nou de Gaià, la",43097000,43097,000,Festa local
2021,22/07/2021,"Nou de Gaià, la",43097000,43097,000,Festa local
2022,22/07/2022,"Nou de Gaià, la",43097000,43097,000,Festa local
2023,22/07/2023,"Nou de Gaià, la",43097000,43097,000,Festa local
2021,24/09/2021,"Nou de Gaià, la",43097000,43097,000,Festa local
2020,25/09/2020,"Nou de Gaià, la",43097000,43097,000,Festa local
2022,26/09/2022,"Nou de Gaià, la",43097000,43097,000,Festa local
2023,26/09/2023,"Nou de Gaià, la",43097000,43097,000,Festa local
2021,14/05/2021,Nulles,43098000,43098,000,Festa local
2020,15/05/2020,Nulles,43098000,43098,000,Festa local
2022,16/05/2022,Nulles,43098000,43098,000,Festa local
2020,20/01/2020,Nulles,43098000,43098,000,Festa local
2021,20/01/2021,Nulles,43098000,43098,000,Festa local
2022,20/01/2022,Nulles,43098000,43098,000,Festa local
2023,20/01/2023,Nulles,43098000,43098,000,Festa local
2023,28/07/2023,Nulles,43098000,43098,000,Festa local
2020,15/05/2020,"Palma d'Ebre, la",43099000,43099,000,Festa local
2023,15/05/2023,"Palma d'Ebre, la",43099000,43099,000,Festa local
2023,28/04/2023,"Palma d'Ebre, la",43099000,43099,000,Festa local
2020,29/04/2020,"Palma d'Ebre, la",43099000,43099,000,Festa local
2021,29/04/2021,"Palma d'Ebre, la",43099000,43099,000,Festa local
2022,29/04/2022,"Palma d'Ebre, la",43099000,43099,000,Festa local
2021,30/04/2021,"Palma d'Ebre, la",43099000,43099,000,Festa local
2022,31/10/2022,"Palma d'Ebre, la",43099000,43099,000,Festa local
2020,06/08/2020,"Pallaresos, els",43100000,43100,000,Festa local
2021,06/08/2021,"Pallaresos, els",43100000,43100,000,Festa local
2022,06/08/2022,"Pallaresos, els",43100000,43100,000,Festa local
2023,07/08/2023,"Pallaresos, els",43100000,43100,000,Festa local
2020,20/01/2020,"Pallaresos, els",43100000,43100,000,Festa local
2021,20/01/2021,"Pallaresos, els",43100000,43100,000,Festa local
2022,20/01/2022,"Pallaresos, els",43100000,43100,000,Festa local
2023,20/01/2023,"Pallaresos, els",43100000,43100,000,Festa local
2023,11/08/2023,Passanant,43101001,43101,001,Festa local
2020,12/05/2020,Passanant,43101001,43101,001,Festa local
2021,12/05/2021,Passanant,43101001,43101,001,Festa local
2022,12/05/2022,Passanant,43101001,43101,001,Festa local
2023,12/05/2023,Passanant,43101001,43101,001,Festa local
2022,12/08/2022,Passanant,43101001,43101,001,Festa local
2021,14/08/2021,Passanant,43101001,43101,001,Festa local
2020,21/08/2020,Passanant,43101001,43101,001,Festa local
2021,01/10/2021,Belltall,43101002,43101,002,Festa local
2020,03/10/2020,Belltall,43101002,43101,002,Festa local
2023,06/10/2023,Belltall,43101002,43101,002,Festa local
2022,07/10/2022,Belltall,43101002,43101,002,Festa local
2023,11/08/2023,Belltall,43101002,43101,002,Festa local
2022,12/08/2022,Belltall,43101002,43101,002,Festa local
2020,14/08/2020,Belltall,43101002,43101,002,Festa local
2021,14/08/2021,Belltall,43101002,43101,002,Festa local
2023,11/08/2023,Glorieta,43101003,43101,003,Festa local
2020,12/05/2020,Glorieta,43101003,43101,003,Festa local
2021,12/05/2021,Glorieta,43101003,43101,003,Festa local
2022,12/05/2022,Glorieta,43101003,43101,003,Festa local
2023,12/05/2023,Glorieta,43101003,43101,003,Festa local
2022,12/08/2022,Glorieta,43101003,43101,003,Festa local
2021,14/08/2021,Glorieta,43101003,43101,003,Festa local
2020,21/08/2020,Glorieta,43101003,43101,003,Festa local
2023,11/08/2023,"Pobla de Ferran, la",43101004,43101,004,Festa local
2020,12/05/2020,"Pobla de Ferran, la",43101004,43101,004,Festa local
2021,12/05/2021,"Pobla de Ferran, la",43101004,43101,004,Festa local
2022,12/05/2022,"Pobla de Ferran, la",43101004,43101,004,Festa local
2023,12/05/2023,"Pobla de Ferran, la",43101004,43101,004,Festa local
2022,12/08/2022,"Pobla de Ferran, la",43101004,43101,004,Festa local
2021,14/08/2021,"Pobla de Ferran, la",43101004,43101,004,Festa local
2020,21/08/2020,"Pobla de Ferran, la",43101004,43101,004,Festa local
2023,11/08/2023,Sala de Comalats,43101005,43101,005,Festa local
2020,12/05/2020,Sala de Comalats,43101005,43101,005,Festa local
2021,12/05/2021,Sala de Comalats,43101005,43101,005,Festa local
2022,12/05/2022,Sala de Comalats,43101005,43101,005,Festa local
2023,12/05/2023,Sala de Comalats,43101005,43101,005,Festa local
2022,12/08/2022,Sala de Comalats,43101005,43101,005,Festa local
2021,14/08/2021,Sala de Comalats,43101005,43101,005,Festa local
2020,21/08/2020,Sala de Comalats,43101005,43101,005,Festa local
2020,01/06/2020,Paüls,43102000,43102,000,Festa local
2020,08/06/2020,Paüls,43102000,43102,000,Festa local
2021,16/08/2021,Paüls,43102000,43102,000,Festa local
2022,16/08/2022,Paüls,43102000,43102,000,Festa local
2023,16/08/2023,Paüls,43102000,43102,000,Festa local
2021,24/05/2021,Paüls,43102000,43102,000,Festa local
2023,29/05/2023,Paüls,43102000,43102,000,Festa local
2022,30/05/2022,Paüls,43102000,43102,000,Festa local
2020,20/01/2020,Perafort,43103000,43103,000,Festa local
2021,20/01/2021,Perafort,43103000,43103,000,Festa local
2022,20/01/2022,Perafort,43103000,43103,000,Festa local
2023,20/01/2023,Perafort,43103000,43103,000,Festa local
2023,23/06/2023,Perafort,43103000,43103,000,Festa local
2020,29/06/2020,Perafort,43103000,43103,000,Festa local
2021,29/06/2021,Perafort,43103000,43103,000,Festa local
2022,29/06/2022,Perafort,43103000,43103,000,Festa local
2021,20/01/2021,Puigdelfí,43103001,43103,001,Festa local
2022,20/01/2022,Puigdelfí,43103001,43103,001,Festa local
2023,20/01/2023,Puigdelfí,43103001,43103,001,Festa local
2023,23/06/2023,Puigdelfí,43103001,43103,001,Festa local
2021,29/06/2021,Puigdelfí,43103001,43103,001,Festa local
2022,29/06/2022,Puigdelfí,43103001,43103,001,Festa local
2020,16/01/2020,"Perelló, el",43104000,43104,000,Festa local
2020,17/01/2020,"Perelló, el",43104000,43104,000,Festa local
2022,17/01/2022,"Perelló, el",43104000,43104,000,Festa local
2023,17/01/2023,"Perelló, el",43104000,43104,000,Festa local
2021,18/01/2021,"Perelló, el",43104000,43104,000,Festa local
2022,19/01/2022,"Perelló, el",43104000,43104,000,Festa local
2023,19/01/2023,"Perelló, el",43104000,43104,000,Festa local
2021,20/01/2021,"Perelló, el",43104000,43104,000,Festa local
2020,09/11/2020,"Piles, les",43105000,43105,000,Festa local
2021,09/11/2021,"Piles, les",43105000,43105,000,Festa local
2022,09/11/2022,"Piles, les",43105000,43105,000,Festa local
2023,09/11/2023,"Piles, les",43105000,43105,000,Festa local
2023,13/12/2023,"Piles, les",43105000,43105,000,Festa local
2020,14/12/2020,"Piles, les",43105000,43105,000,Festa local
2021,14/12/2021,"Piles, les",43105000,43105,000,Festa local
2022,14/12/2022,"Piles, les",43105000,43105,000,Festa local
2020,02/09/2020,Biure,43105001,43105,001,Festa local
2021,02/09/2021,Biure,43105001,43105,001,Festa local
2022,02/09/2022,Biure,43105001,43105,001,Festa local
2023,02/09/2023,Biure,43105001,43105,001,Festa local
2023,06/05/2023,Biure,43105001,43105,001,Festa local
2022,07/05/2022,Biure,43105001,43105,001,Festa local
2021,08/05/2021,Biure,43105001,43105,001,Festa local
2020,09/05/2020,Biure,43105001,43105,001,Festa local
2023,12/05/2023,Guialmons,43105002,43105,002,Festa local
2022,13/05/2022,Guialmons,43105002,43105,002,Festa local
2023,13/05/2023,Guialmons,43105002,43105,002,Festa local
2021,14/05/2021,Guialmons,43105002,43105,002,Festa local
2022,14/05/2022,Guialmons,43105002,43105,002,Festa local
2020,15/05/2020,Guialmons,43105002,43105,002,Festa local
2021,15/05/2021,Guialmons,43105002,43105,002,Festa local
2020,16/05/2020,Guialmons,43105002,43105,002,Festa local
2023,02/09/2023,Sant Gallard,43105003,43105,003,Festa local
2022,03/09/2022,Sant Gallard,43105003,43105,003,Festa local
2020,04/09/2020,Sant Gallard,43105003,43105,003,Festa local
2021,04/09/2021,Sant Gallard,43105003,43105,003,Festa local
2023,09/09/2023,Sant Gallard,43105003,43105,003,Festa local
2020,10/09/2020,Sant Gallard,43105003,43105,003,Festa local
2021,10/09/2021,Sant Gallard,43105003,43105,003,Festa local
2022,10/09/2022,Sant Gallard,43105003,43105,003,Festa local
2020,07/12/2020,"Pinell de Brai, el",43106000,43106,000,Festa local
2021,07/12/2021,"Pinell de Brai, el",43106000,43106,000,Festa local
2023,07/12/2023,"Pinell de Brai, el",43106000,43106,000,Festa local
2022,09/12/2022,"Pinell de Brai, el",43106000,43106,000,Festa local
2021,16/04/2021,"Pinell de Brai, el",43106000,43106,000,Festa local
2023,21/04/2023,"Pinell de Brai, el",43106000,43106,000,Festa local
2020,24/04/2020,"Pinell de Brai, el",43106000,43106,000,Festa local
2022,29/04/2022,"Pinell de Brai, el",43106000,43106,000,Festa local
2020,03/08/2020,Pira,43107000,43107,000,Festa local
2023,04/08/2023,Pira,43107000,43107,000,Festa local
2022,05/08/2022,Pira,43107000,43107,000,Festa local
2021,06/08/2021,Pira,43107000,43107,000,Festa local
2023,07/08/2023,Pira,43107000,43107,000,Festa local
2022,08/08/2022,Pira,43107000,43107,000,Festa local
2021,09/08/2021,Pira,43107000,43107,000,Festa local
2020,31/07/2020,Pira,43107000,43107,000,Festa local
2021,01/04/2021,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2023,06/04/2023,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2020,07/01/2020,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2021,07/01/2021,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2022,07/01/2022,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2023,09/01/2023,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2020,09/04/2020,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2022,14/04/2022,"Pla de Santa Maria, el",43108000,43108,000,Festa local
2021,02/02/2021,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2022,02/02/2022,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2023,02/02/2023,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2020,03/02/2020,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2020,25/06/2020,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2021,25/06/2021,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2023,26/06/2023,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2022,27/06/2022,"Pobla de Mafumet, la",43109000,43109,000,Festa local
2022,12/08/2022,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2021,13/08/2021,"Pobla de Massaluca, la",43110000,43110,000,Festa d'Estiu
2020,14/08/2020,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2023,14/08/2023,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2021,15/01/2021,"Pobla de Massaluca, la",43110000,43110,000,Festes Majors de Sant Antoni Abat
2020,17/01/2020,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2023,20/01/2023,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2022,21/01/2022,"Pobla de Massaluca, la",43110000,43110,000,Festa local
2020,08/09/2020,"Pobla de Montornès, la",43111000,43111,000,Festa local
2021,08/09/2021,"Pobla de Montornès, la",43111000,43111,000,Festa local
2022,08/09/2022,"Pobla de Montornès, la",43111000,43111,000,Festa local
2023,08/09/2023,"Pobla de Montornès, la",43111000,43111,000,Festa local
2023,13/10/2023,"Pobla de Montornès, la",43111000,43111,000,Festa local
2020,14/10/2020,"Pobla de Montornès, la",43111000,43111,000,Festa local
2021,14/10/2021,"Pobla de Montornès, la",43111000,43111,000,Festa local
2022,14/10/2022,"Pobla de Montornès, la",43111000,43111,000,Festa local
2020,04/08/2020,Poboleda,43112000,43112,000,Festa local
2021,04/08/2021,Poboleda,43112000,43112,000,Festa local
2022,04/08/2022,Poboleda,43112000,43112,000,Festa local
2023,04/08/2023,Poboleda,43112000,43112,000,Festa local
2020,05/08/2020,Poboleda,43112000,43112,000,Festa local
2021,05/08/2021,Poboleda,43112000,43112,000,Festa local
2022,05/08/2022,Poboleda,43112000,43112,000,Festa local
2023,07/08/2023,Poboleda,43112000,43112,000,Festa local
2020,03/01/2020,"Pont d'Armentera, el",43113000,43113,000,Festa local
2022,03/01/2022,"Pont d'Armentera, el",43113000,43113,000,Festa local
2023,03/01/2023,"Pont d'Armentera, el",43113000,43113,000,Festa local
2020,22/07/2020,"Pont d'Armentera, el",43113000,43113,000,Festa local
2021,22/07/2021,"Pont d'Armentera, el",43113000,43113,000,Festa local
2022,22/07/2022,"Pont d'Armentera, el",43113000,43113,000,Festa local
2023,22/07/2023,"Pont d'Armentera, el",43113000,43113,000,Festa local
2021,23/07/2021,"Pont d'Armentera, el",43113000,43113,000,Festa local
2021,03/02/2021,Porrera,43114000,43114,000,Festa local
2021,08/11/2021,Porrera,43114000,43114,000,Festa local
2020,09/11/2020,Porrera,43114000,43114,000,Festa local
2023,13/11/2023,Porrera,43114000,43114,000,Festa local
2022,14/11/2022,Porrera,43114000,43114,000,Festa local
2020,17/01/2020,Porrera,43114000,43114,000,Festa local
2022,17/01/2022,Porrera,43114000,43114,000,Festa local
2023,17/01/2023,Porrera,43114000,43114,000,Festa local
2023,02/10/2023,Pradell de la Teixeta,43115000,43115,000,Festa local
2022,03/10/2022,Pradell de la Teixeta,43115000,43115,000,Festa local
2020,05/10/2020,Pradell de la Teixeta,43115000,43115,000,Festa local
2021,19/07/2021,Pradell de la Teixeta,43115000,43115,000,Festa local
2020,20/07/2020,Pradell de la Teixeta,43115000,43115,000,Festa local
2023,24/07/2023,Pradell de la Teixeta,43115000,43115,000,Festa local
2022,25/07/2022,Pradell de la Teixeta,43115000,43115,000,Festa local
2021,27/09/2021,Pradell de la Teixeta,43115000,43115,000,Festa local
2023,16/10/2023,Prades,43116000,43116,000,Festa local
2022,17/10/2022,Prades,43116000,43116,000,Festa local
2021,18/10/2021,Prades,43116000,43116,000,Festa local
2020,19/10/2020,Prades,43116000,43116,000,Festa local
2021,23/08/2021,Prades,43116000,43116,000,Festa local
2020,24/08/2020,Prades,43116000,43116,000,Festa local
2023,28/08/2023,Prades,43116000,43116,000,Festa local
2022,29/08/2022,Prades,43116000,43116,000,Festa local
2022,24/08/2022,Prat de Comte,43117000,43117,000,Festa local
2022,25/08/2022,Prat de Comte,43117000,43117,000,Festa local
2020,05/10/2020,Pratdip,43118000,43118,000,Festa local
2021,08/09/2021,Pratdip,43118000,43118,000,Festa local
2022,08/09/2022,Pratdip,43118000,43118,000,Festa local
2023,08/09/2023,Pratdip,43118000,43118,000,Festa local
2023,17/07/2023,Pratdip,43118000,43118,000,Festa local
2022,18/07/2022,Pratdip,43118000,43118,000,Festa local
2021,19/07/2021,Pratdip,43118000,43118,000,Festa local
2020,20/07/2020,Pratdip,43118000,43118,000,Festa local
2021,01/04/2021,Puigpelat,43119000,43119,000,Festa local
2023,06/04/2023,Puigpelat,43119000,43119,000,Festa local
2020,09/04/2020,Puigpelat,43119000,43119,000,Festa local
2022,14/04/2022,Puigpelat,43119000,43119,000,Festa local
2023,29/12/2023,Puigpelat,43119000,43119,000,Festa local
2022,30/12/2022,Puigpelat,43119000,43119,000,Festa local
2020,31/12/2020,Puigpelat,43119000,43119,000,Festa local
2021,31/12/2021,Puigpelat,43119000,43119,000,Festa local
2021,01/04/2021,Querol,43120000,43120,000,Festa local
2023,06/04/2023,Querol,43120000,43120,000,Festa local
2020,07/12/2020,Querol,43120000,43120,000,Festa local
2021,07/12/2021,Querol,43120000,43120,000,Festa local
2023,07/12/2023,Querol,43120000,43120,000,Festa local
2020,09/04/2020,Querol,43120000,43120,000,Festa local
2022,14/04/2022,Querol,43120000,43120,000,Festa local
2022,31/10/2022,Querol,43120000,43120,000,Festa local
2020,04/08/2020,Rasquera,43121000,43121,000,Festa local
2021,04/08/2021,Rasquera,43121000,43121,000,Festa local
2022,04/08/2022,Rasquera,43121000,43121,000,Festa local
2023,04/08/2023,Rasquera,43121000,43121,000,Festa local
2020,05/08/2020,Rasquera,43121000,43121,000,Festa local
2021,05/08/2021,Rasquera,43121000,43121,000,Festa local
2022,05/08/2022,Rasquera,43121000,43121,000,Festa local
2023,07/08/2023,Rasquera,43121000,43121,000,Festa local
2020,10/12/2020,Renau,43122000,43122,000,Festa local
2021,10/12/2021,Renau,43122000,43122,000,Festa local
2022,10/12/2022,Renau,43122000,43122,000,Festa local
2023,11/12/2023,Renau,43122000,43122,000,Festa local
2020,12/12/2020,Renau,43122000,43122,000,Festa local
2021,13/12/2021,Renau,43122000,43122,000,Festa local
2022,13/12/2022,Renau,43122000,43122,000,Festa local
2023,13/12/2023,Renau,43122000,43122,000,Festa local
2020,25/09/2020,Reus,43123000,43123,000,Festa local
2021,25/09/2021,Reus,43123000,43123,000,Festa local
2023,25/09/2023,Reus,43123000,43123,000,Festa local
2022,26/09/2022,Reus,43123000,43123,000,Festa local
2020,29/06/2020,Reus,43123000,43123,000,Festa local
2021,29/06/2021,Reus,43123000,43123,000,Festa local
2022,29/06/2022,Reus,43123000,43123,000,Festa local
2023,29/06/2023,Reus,43123000,43123,000,Festa local
2023,04/08/2023,"Riba, la",43124000,43124,000,Festa local
2022,05/08/2022,"Riba, la",43124000,43124,000,Festa local
2021,06/08/2021,"Riba, la",43124000,43124,000,Festa local
2020,07/08/2020,"Riba, la",43124000,43124,000,Festa local
2023,24/11/2023,"Riba, la",43124000,43124,000,Festa local
2022,25/11/2022,"Riba, la",43124000,43124,000,Festa local
2021,26/11/2021,"Riba, la",43124000,43124,000,Festa local
2020,27/11/2020,"Riba, la",43124000,43124,000,Festa local
2021,05/02/2021,Riba-roja d'Ebre,43125000,43125,000,Santa Agda
2022,05/02/2022,Riba-roja d'Ebre,43125000,43125,000,Festa local
2021,24/08/2021,Riba-roja d'Ebre,43125000,43125,000,Sant Bartomeu
2022,24/08/2022,Riba-roja d'Ebre,43125000,43125,000,Festa local
2023,24/08/2023,Riba-roja d'Ebre,43125000,43125,000,Festa local
2023,28/08/2023,Riba-roja d'Ebre,43125000,43125,000,Festa local
2020,14/09/2020,"Riera de Gaià, la",43126000,43126,000,Festa local
2021,14/09/2021,"Riera de Gaià, la",43126000,43126,000,Festa local
2022,14/09/2022,"Riera de Gaià, la",43126000,43126,000,Festa local
2023,14/09/2023,"Riera de Gaià, la",43126000,43126,000,Festa local
2020,20/07/2020,"Riera de Gaià, la",43126000,43126,000,Festa local
2021,20/07/2021,"Riera de Gaià, la",43126000,43126,000,Festa local
2022,20/07/2022,"Riera de Gaià, la",43126000,43126,000,Festa local
2023,20/07/2023,"Riera de Gaià, la",43126000,43126,000,Festa local
2022,01/08/2022,Riudecanyes,43127000,43127,000,Festa local
2023,18/09/2023,Riudecanyes,43127000,43127,000,Festa local
2022,19/09/2022,Riudecanyes,43127000,43127,000,Festa local
2021,20/09/2021,Riudecanyes,43127000,43127,000,Festa local
2020,21/09/2020,Riudecanyes,43127000,43127,000,Festa local
2021,26/07/2021,Riudecanyes,43127000,43127,000,Festa local
2020,27/07/2020,Riudecanyes,43127000,43127,000,Festa local
2023,31/07/2023,Riudecanyes,43127000,43127,000,Festa local
2021,28/06/2021,Riudecols,43128000,43128,000,Festa local
2020,29/06/2020,Riudecols,43128000,43128,000,Festa local
2021,29/06/2021,Riudecols,43128000,43128,000,Festa local
2022,29/06/2022,Riudecols,43128000,43128,000,Festa local
2023,29/06/2023,Riudecols,43128000,43128,000,Festa local
2020,30/06/2020,Riudecols,43128000,43128,000,Festa local
2022,30/06/2022,Riudecols,43128000,43128,000,Festa local
2023,30/06/2023,Riudecols,43128000,43128,000,Festa local
2021,20/01/2021,Riudoms,43129000,43129,000,Festa local
2020,23/11/2020,Riudoms,43129000,43129,000,Festa local
2022,25/07/2022,Riudoms,43129000,43129,000,Festa local
2023,25/07/2023,Riudoms,43129000,43129,000,Festa local
2021,26/07/2021,Riudoms,43129000,43129,000,Festa local
2020,27/07/2020,Riudoms,43129000,43129,000,Festa local
2023,27/11/2023,Riudoms,43129000,43129,000,Festa local
2022,28/11/2022,Riudoms,43129000,43129,000,Festa local
2020,06/08/2020,Rocafort de Queralt,43130000,43130,000,Festa local
2021,06/08/2021,Rocafort de Queralt,43130000,43130,000,Festa local
2022,08/08/2022,Rocafort de Queralt,43130000,43130,000,Festa local
2020,15/05/2020,Rocafort de Queralt,43130000,43130,000,Festa local
2023,15/05/2023,Rocafort de Queralt,43130000,43130,000,Festa local
2021,16/08/2021,Rocafort de Queralt,43130000,43130,000,Festa local
2022,16/08/2022,Rocafort de Queralt,43130000,43130,000,Festa local
2023,16/08/2023,Rocafort de Queralt,43130000,43130,000,Festa local
2020,07/12/2020,Roda de Berà,43131000,43131,000,Festa local
2021,07/12/2021,Roda de Berà,43131000,43131,000,Festa local
2023,07/12/2023,Roda de Berà,43131000,43131,000,Festa local
2022,09/12/2022,Roda de Berà,43131000,43131,000,Festa local
2020,24/08/2020,Roda de Berà,43131000,43131,000,Festa local
2021,24/08/2021,Roda de Berà,43131000,43131,000,Festa local
2022,24/08/2022,Roda de Berà,43131000,43131,000,Festa local
2023,24/08/2023,Roda de Berà,43131000,43131,000,Festa local
2020,20/01/2020,Rodonyà,43132000,43132,000,Festa local
2023,20/01/2023,Rodonyà,43132000,43132,000,Festa local
2022,24/01/2022,Rodonyà,43132000,43132,000,Festa local
2020,24/08/2020,Rodonyà,43132000,43132,000,Festa local
2021,25/01/2021,Rodonyà,43132000,43132,000,Festa local
2023,28/08/2023,Rodonyà,43132000,43132,000,Festa local
2022,29/08/2022,Rodonyà,43132000,43132,000,Festa local
2021,30/08/2021,Rodonyà,43132000,43132,000,Festa local
2023,03/07/2023,Roquetes,43133000,43133,000,Festa local
2022,04/07/2022,Roquetes,43133000,43133,000,Festa local
2021,05/07/2021,Roquetes,43133000,43133,000,Festa local
2020,06/07/2020,Roquetes,43133000,43133,000,Festa local
2020,14/04/2020,Roquetes,43133000,43133,000,Festa local
2021,14/04/2021,Roquetes,43133000,43133,000,Festa local
2022,14/04/2022,Roquetes,43133000,43133,000,Festa local
2023,14/04/2023,Roquetes,43133000,43133,000,Festa local
2023,03/07/2023,"Rourell, el",43134000,43134,000,Festa local
2022,04/07/2022,"Rourell, el",43134000,43134,000,Festa local
2021,05/07/2021,"Rourell, el",43134000,43134,000,Festa local
2022,17/01/2022,"Rourell, el",43134000,43134,000,Festa local
2023,17/01/2023,"Rourell, el",43134000,43134,000,Festa local
2021,18/01/2021,"Rourell, el",43134000,43134,000,Festa local
2020,20/01/2020,"Rourell, el",43134000,43134,000,Festa local
2020,29/06/2020,"Rourell, el",43134000,43134,000,Festa local
2022,02/05/2022,Salomó,43135000,43135,000,Festa local
2021,03/05/2021,Salomó,43135000,43135,000,Festa local
2020,04/05/2020,Salomó,43135000,43135,000,Festa local
2023,08/05/2023,Salomó,43135000,43135,000,Festa local
2021,16/08/2021,Salomó,43135000,43135,000,Festa local
2022,16/08/2022,Salomó,43135000,43135,000,Festa local
2023,16/08/2023,Salomó,43135000,43135,000,Festa local
2020,17/08/2020,Salomó,43135000,43135,000,Festa local
2020,08/09/2020,"Ràpita, la",43136000,43136,000,Festa local
2021,08/09/2021,"Ràpita, la",43136000,43136,000,Festivitat de la Mare de Déu de la Ràpita
2022,08/09/2022,"Ràpita, la",43136000,43136,000,Festa local
2023,08/09/2023,"Ràpita, la",43136000,43136,000,Festa local
2021,11/10/2021,"Ràpita, la",43136000,43136,000,Festa local
2020,25/07/2020,"Ràpita, la",43136000,43136,000,Festa local
2022,25/07/2022,"Ràpita, la",43136000,43136,000,Festa local
2023,25/07/2023,"Ràpita, la",43136000,43136,000,Festa local
2021,23/07/2021,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2020,24/07/2020,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2023,24/07/2023,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2022,25/07/2022,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2023,25/07/2023,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2021,26/07/2021,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2022,26/07/2022,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2020,27/07/2020,Sant Jaume dels Domenys,43137000,43137,000,Festa local
2020,04/12/2020,Santa Bàrbara,43138000,43138,000,Festa local
2023,04/12/2023,Santa Bàrbara,43138000,43138,000,Festa local
2022,05/12/2022,Santa Bàrbara,43138000,43138,000,Festa local
2021,07/12/2021,Santa Bàrbara,43138000,43138,000,Festivitat de Santa Bàrbara
