Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2012,08/10/2012,Abella de la Conca,25001000,25001,000,Festa local
2012,28/05/2012,Abella de la Conca,25001000,25001,000,Festa local
2013,20/05/2013,Abella de la Conca,25001000,25001,000,Festa local
2013,07/10/2013,Abella de la Conca,25001000,25001,000,Festa local
2014,06/10/2014,Abella de la Conca,25001000,25001,000,Festa local
2014,02/06/2014,Abella de la Conca,25001000,25001,000,Festa local
2015,05/10/2015,Abella de la Conca,25001000,25001,000,Festa local
2015,25/05/2015,Abella de la Conca,25001000,25001,000,Festa local
2016,03/10/2016,Abella de la Conca,25001000,25001,000,Festa local
2016,14/05/2016,Abella de la Conca,25001000,25001,000,Festa local
2017,05/06/2017,Abella de la Conca,25001000,25001,000,Festa local
2017,02/10/2017,Abella de la Conca,25001000,25001,000,Festa local
2018,21/05/2018,Abella de la Conca,25001000,25001,000,Festa local
2018,05/10/2018,Abella de la Conca,25001000,25001,000,Festa local
2012,29/06/2012,Abrera,08001000,08001,000,Festa local
2012,28/05/2012,Abrera,08001000,08001,000,Festa local
2013,29/06/2013,Abrera,08001000,08001,000,Festa local
2013,20/05/2013,Abrera,08001000,08001,000,Festa local
2014,27/06/2014,Abrera,08001000,08001,000,Festa local
2014,09/06/2014,Abrera,08001000,08001,000,Festa local
2015,29/06/2015,Abrera,08001000,08001,000,Festa local
2015,26/06/2015,Abrera,08001000,08001,000,Festa local
2016,31/10/2016,Abrera,08001000,08001,000,Festa local
2016,29/06/2016,Abrera,08001000,08001,000,Festa local
2017,05/06/2017,Abrera,08001000,08001,000,Festa local
2017,29/06/2017,Abrera,08001000,08001,000,Festa local
2018,29/06/2018,Abrera,08001000,08001,000,Festa local
2018,21/05/2018,Abrera,08001000,08001,000,Festa local
2012,12/11/2012,Adraén,25909001,25909,001,Festa local
2012,06/08/2012,Adraén,25909001,25909,001,Festa local
2013,11/11/2013,Adraén,25909001,25909,001,Festa local
2013,05/08/2013,Adraén,25909001,25909,001,Festa local
2014,10/11/2014,Adraén,25909001,25909,001,Festa local
2014,04/08/2014,Adraén,25909001,25909,001,Festa local
2015,05/08/2015,Adraén,25909001,25909,001,Festa local
2015,11/11/2015,Adraén,25909001,25909,001,Festa local
2016,05/08/2016,Adraén,25909001,25909,001,Festa local
2016,11/11/2016,Adraén,25909001,25909,001,Festa local
2017,07/08/2017,Adraén,25909001,25909,001,Festa local
2017,13/11/2017,Adraén,25909001,25909,001,Festa local
2018,12/11/2018,Adraén,25909001,25909,001,Festa local
2018,13/08/2018,Adraén,25909001,25909,001,Festa local
2012,02/07/2012,Adrall,25185001,25185,001,Festa local
2012,02/02/2012,Adrall,25185001,25185,001,Festa local
2013,08/07/2013,Adrall,25185001,25185,001,Festa local
2013,02/02/2013,Adrall,25185001,25185,001,Festa local
2014,01/09/2014,Adrall,25185001,25185,001,Festa local
2014,07/07/2014,Adrall,25185001,25185,001,Festa local
2015,06/07/2015,Adrall,25185001,25185,001,Festa local
2015,01/09/2015,Adrall,25185001,25185,001,Festa local
2016,01/07/2016,Adrall,25185001,25185,001,Festa local
2016,01/09/2016,Adrall,25185001,25185,001,Festa local
2017,01/09/2017,Adrall,25185001,25185,001,Festa local
2017,30/06/2017,Adrall,25185001,25185,001,Festa local
2018,01/09/2018,Adrall,25185001,25185,001,Festa local
2018,29/06/2018,Adrall,25185001,25185,001,Festa local
2012,11/06/2012,Age,17141001,17141,001,Festa local
2012,07/01/2012,Age,17141001,17141,001,Festa local
2013,10/06/2013,Age,17141001,17141,001,Festa local
2013,07/01/2013,Age,17141001,17141,001,Festa local
2014,09/06/2014,Age,17141001,17141,001,Festa local
2014,07/01/2014,Age,17141001,17141,001,Festa local
2015,08/06/2015,Age,17141001,17141,001,Festa local
2015,07/01/2015,Age,17141001,17141,001,Festa local
2016,13/06/2016,Age,17141001,17141,001,Festa local
2016,07/01/2016,Age,17141001,17141,001,Festa local
2017,12/06/2017,Age,17141001,17141,001,Festa local
2017,07/01/2017,Age,17141001,17141,001,Festa local
2018,08/01/2018,Age,17141001,17141,001,Festa local
2018,11/06/2018,Age,17141001,17141,001,Festa local
2012,16/08/2012,Àger,25002000,25002,000,Festa local
2012,23/01/2012,Àger,25002000,25002,000,Festa local
2013,16/08/2013,Àger,25002000,25002,000,Festa local
2013,22/01/2013,Àger,25002000,25002,000,Festa local
2014,16/08/2014,Àger,25002000,25002,000,Festa local
2014,22/01/2014,Àger,25002000,25002,000,Festa local
2015,17/08/2015,Àger,25002000,25002,000,Festa local
2015,22/01/2015,Àger,25002000,25002,000,Festa local
2016,22/01/2016,Àger,25002000,25002,000,Festa local
2016,16/08/2016,Àger,25002000,25002,000,Festa local
2017,21/01/2017,Àger,25002000,25002,000,Festa local
2017,14/08/2017,Àger,25002000,25002,000,Festa local
2018,16/08/2018,Àger,25002000,25002,000,Festa local
2018,22/01/2018,Àger,25002000,25002,000,Festa local
2023,25/07/2023,Balenyà,08017000,08017,000,Festa local
2023,29/05/2023,Balenyà,08017000,08017,000,Festa local
2012,31/08/2012,Agramunt,25003000,25003,000,Festa local
2012,03/09/2012,Agramunt,25003000,25003,000,Festa local
2013,30/08/2013,Agramunt,25003000,25003,000,Festa local
2013,02/09/2013,Agramunt,25003000,25003,000,Festa local
2014,05/09/2014,Agramunt,25003000,25003,000,Festa local
2014,08/09/2014,Agramunt,25003000,25003,000,Festa local
2015,04/09/2015,Agramunt,25003000,25003,000,Festa local
2015,07/09/2015,Agramunt,25003000,25003,000,Festa local
2016,05/09/2016,Agramunt,25003000,25003,000,Festa local
2016,02/09/2016,Agramunt,25003000,25003,000,Festa local
2017,01/09/2017,Agramunt,25003000,25003,000,Festa local
2017,04/09/2017,Agramunt,25003000,25003,000,Festa local
2018,03/09/2018,Agramunt,25003000,25003,000,Festa local
2018,31/08/2018,Agramunt,25003000,25003,000,Festa local
2012,29/11/2012,Aguilar,25044001,25044,001,Festa local
2012,02/06/2012,Aguilar,25044001,25044,001,Festa local
2013,03/05/2013,Aguilar,25044001,25044,001,Festa local
2013,01/06/2013,Aguilar,25044001,25044,001,Festa local
2014,03/05/2014,Aguilar,25044001,25044,001,Festa local
2014,02/06/2014,Aguilar,25044001,25044,001,Festa local
2015,04/05/2015,Aguilar,25044001,25044,001,Festa local
2015,08/06/2015,Aguilar,25044001,25044,001,Festa local
2016,03/05/2016,Aguilar,25044001,25044,001,Festa local
2016,04/06/2016,Aguilar,25044001,25044,001,Festa local
2017,03/05/2017,Aguilar,25044001,25044,001,Festa local
2017,03/06/2017,Aguilar,25044001,25044,001,Festa local
2018,02/06/2018,Aguilar,25044001,25044,001,Festa local
2018,03/05/2018,Aguilar,25044001,25044,001,Festa local
2012,15/05/2012,Aguilar de Segarra,08002000,08002,000,Festa local
2012,10/09/2012,Aguilar de Segarra,08002000,08002,000,Festa local
2013,15/05/2013,Aguilar de Segarra,08002000,08002,000,Festa local
2013,02/09/2013,Aguilar de Segarra,08002000,08002,000,Festa local
2014,08/09/2014,Aguilar de Segarra,08002000,08002,000,Festa local
2014,15/05/2014,Aguilar de Segarra,08002000,08002,000,Festa local
2015,07/09/2015,Aguilar de Segarra,08002000,08002,000,Festa local
2015,15/05/2015,Aguilar de Segarra,08002000,08002,000,Festa local
2016,23/06/2016,Aguilar de Segarra,08002000,08002,000,Festa local
2016,05/12/2016,Aguilar de Segarra,08002000,08002,000,Festa local
2017,15/05/2017,Aguilar de Segarra,08002000,08002,000,Festa local
2017,07/12/2017,Aguilar de Segarra,08002000,08002,000,Festa local
2018,30/04/2018,Aguilar de Segarra,08002000,08002,000,Festa local
2018,07/12/2018,Aguilar de Segarra,08002000,08002,000,Festa local
2012,29/09/2012,Aguiló,43139001,43139,001,Festa local
2012,23/01/2012,Aguiló,43139001,43139,001,Festa local
2013,28/09/2013,Aguiló,43139001,43139,001,Festa local
2013,22/01/2013,Aguiló,43139001,43139,001,Festa local
2016,24/09/2016,Aguiló,43139001,43139,001,Festa local
2016,22/01/2016,Aguiló,43139001,43139,001,Festa local
2017,23/01/2017,Aguiló,43139001,43139,001,Festa local
2017,23/09/2017,Aguiló,43139001,43139,001,Festa local
2018,22/01/2018,Aguiló,43139001,43139,001,Festa local
2018,29/09/2018,Aguiló,43139001,43139,001,Festa local
2012,16/08/2012,Agullana,17001000,17001,000,Festa local
2012,10/04/2012,Agullana,17001000,17001,000,Festa local
2013,02/04/2013,Agullana,17001000,17001,000,Festa local
2013,16/08/2013,Agullana,17001000,17001,000,Festa local
2014,16/08/2014,Agullana,17001000,17001,000,Festa local
2014,22/04/2014,Agullana,17001000,17001,000,Festa local
2015,17/08/2015,Agullana,17001000,17001,000,Festa local
2015,07/04/2015,Agullana,17001000,17001,000,Festa local
2016,16/08/2016,Agullana,17001000,17001,000,Festa local
2016,29/03/2016,Agullana,17001000,17001,000,Festa local
2017,14/08/2017,Agullana,17001000,17001,000,Festa local
2017,18/04/2017,Agullana,17001000,17001,000,Festa local
2018,03/04/2018,Agullana,17001000,17001,000,Festa local
2018,16/08/2018,Agullana,17001000,17001,000,Festa local
2012,25/08/2012,Agulló,25002001,25002,001,Festa local
2012,26/04/2012,Agulló,25002001,25002,001,Festa local
2013,24/08/2013,Agulló,25002001,25002,001,Festa local
2013,26/04/2013,Agulló,25002001,25002,001,Festa local
2014,23/08/2014,Agulló,25002001,25002,001,Festa local
2014,26/04/2014,Agulló,25002001,25002,001,Festa local
2015,22/08/2015,Agulló,25002001,25002,001,Festa local
2015,25/04/2015,Agulló,25002001,25002,001,Festa local
2016,20/08/2016,Agulló,25002001,25002,001,Festa local
2016,23/04/2016,Agulló,25002001,25002,001,Festa local
2017,22/04/2017,Agulló,25002001,25002,001,Festa local
2017,19/08/2017,Agulló,25002001,25002,001,Festa local
2018,25/08/2018,Agulló,25002001,25002,001,Festa local
2018,21/04/2018,Agulló,25002001,25002,001,Festa local
2012,07/12/2012,Aiguafreda,08014000,08014,000,Festa local
2012,28/05/2012,Aiguafreda,08014000,08014,000,Festa local
2013,20/05/2013,Aiguafreda,08014000,08014,000,Festa local
2013,09/12/2013,Aiguafreda,08014000,08014,000,Festa local
2014,09/06/2014,Aiguafreda,08014000,08014,000,Festa local
2014,25/07/2014,Aiguafreda,08014000,08014,000,Festa local
2015,07/12/2015,Aiguafreda,08014000,08014,000,Festa local
2015,25/05/2015,Aiguafreda,08014000,08014,000,Festa local
2016,25/07/2016,Aiguafreda,08014000,08014,000,Festa local
2016,07/12/2016,Aiguafreda,08014000,08014,000,Festa local
2017,05/06/2017,Aiguafreda,08014000,08014,000,Festa local
2017,07/12/2017,Aiguafreda,08014000,08014,000,Festa local
2018,07/12/2018,Aiguafreda,08014000,08014,000,Festa local
2018,21/05/2018,Aiguafreda,08014000,08014,000,Festa local
2012,13/08/2012,Aiguamúrcia,43001000,43001,000,Festa local
2012,13/12/2012,Aiguamúrcia,43001000,43001,000,Festa local
2013,13/12/2013,Aiguamúrcia,43001000,43001,000,Festa local
2013,16/08/2013,Aiguamúrcia,43001000,43001,000,Festa local
2014,13/12/2014,Aiguamúrcia,43001000,43001,000,Festa local
2014,16/08/2014,Aiguamúrcia,43001000,43001,000,Festa local
2015,14/12/2015,Aiguamúrcia,43001000,43001,000,Festa local
2015,14/08/2015,Aiguamúrcia,43001000,43001,000,Festa local
2016,13/09/2016,Aiguamúrcia,43001000,43001,000,Festa local
2016,16/08/2016,Aiguamúrcia,43001000,43001,000,Festa local
2017,13/12/2017,Aiguamúrcia,43001000,43001,000,Festa local
2017,14/08/2017,Aiguamúrcia,43001000,43001,000,Festa local
2018,14/08/2018,Aiguamúrcia,43001000,43001,000,Festa local
2018,13/12/2018,Aiguamúrcia,43001000,43001,000,Festa local
2012,29/10/2012,Aiguaviva,17002000,17002,000,Festa local
2012,25/07/2012,Aiguaviva,17002000,17002,000,Festa local
2013,29/10/2013,Aiguaviva,17002000,17002,000,Festa local
2013,25/07/2013,Aiguaviva,17002000,17002,000,Festa local
2014,25/07/2014,Aiguaviva,17002000,17002,000,Festa local
2014,29/10/2014,Aiguaviva,17002000,17002,000,Festa local
2015,29/10/2015,Aiguaviva,17002000,17002,000,Festa local
2015,25/07/2015,Aiguaviva,17002000,17002,000,Festa local
2016,29/10/2016,Aiguaviva,17002000,17002,000,Festa local
2016,25/07/2016,Aiguaviva,17002000,17002,000,Festa local
2017,25/07/2017,Aiguaviva,17002000,17002,000,Festa local
2017,05/06/2017,Aiguaviva,17002000,17002,000,Festa local
2018,29/10/2018,Aiguaviva,17002000,17002,000,Festa local
2018,25/07/2018,Aiguaviva,17002000,17002,000,Festa local
2012,08/10/2012,Ainet de Besan,25017001,25017,001,Festa local
2012,26/06/2012,Ainet de Besan,25017001,25017,001,Festa local
2013,07/01/2013,Ainet de Besan,25017001,25017,001,Festa local
2013,07/10/2013,Ainet de Besan,25017001,25017,001,Festa local
2014,03/01/2014,Ainet de Besan,25017001,25017,001,Festa local
2014,03/10/2014,Ainet de Besan,25017001,25017,001,Festa local
2015,05/01/2015,Ainet de Besan,25017001,25017,001,Festa local
2015,02/10/2015,Ainet de Besan,25017001,25017,001,Festa local
2016,05/01/2016,Ainet de Besan,25017001,25017,001,Festa local
2016,03/10/2016,Ainet de Besan,25017001,25017,001,Festa local
2017,05/01/2017,Ainet de Besan,25017001,25017,001,Festa local
2017,02/10/2017,Ainet de Besan,25017001,25017,001,Festa local
2018,05/01/2018,Ainet de Besan,25017001,25017,001,Festa local
2018,01/10/2018,Ainet de Besan,25017001,25017,001,Festa local
2012,22/02/2012,Ainet de Cardós,25901001,25901,001,Festa local
2012,29/12/2012,Ainet de Cardós,25901001,25901,001,Festa local
2013,12/02/2013,Ainet de Cardós,25901001,25901,001,Festa local
2013,30/12/2013,Ainet de Cardós,25901001,25901,001,Festa local
2014,29/12/2014,Ainet de Cardós,25901001,25901,001,Festa local
2014,04/03/2014,Ainet de Cardós,25901001,25901,001,Festa local
2015,16/02/2015,Ainet de Cardós,25901001,25901,001,Festa local
2015,29/12/2015,Ainet de Cardós,25901001,25901,001,Festa local
2016,29/12/2016,Ainet de Cardós,25901001,25901,001,Festa local
2016,09/02/2016,Ainet de Cardós,25901001,25901,001,Festa local
2017,29/12/2017,Ainet de Cardós,25901001,25901,001,Festa local
2017,28/02/2017,Ainet de Cardós,25901001,25901,001,Festa local
2018,13/02/2018,Ainet de Cardós,25901001,25901,001,Festa local
2018,29/12/2018,Ainet de Cardós,25901001,25901,001,Festa local
2012,10/11/2012,Aineto,25123001,25123,001,Festa local
2012,08/09/2012,Aineto,25123001,25123,001,Festa local
2013,09/09/2013,Aineto,25123001,25123,001,Festa local
2013,11/11/2013,Aineto,25123001,25123,001,Festa local
2014,09/09/2014,Aineto,25123001,25123,001,Festa local
2014,11/11/2014,Aineto,25123001,25123,001,Festa local
2015,11/11/2015,Aineto,25123001,25123,001,Festa local
2015,09/09/2015,Aineto,25123001,25123,001,Festa local
2016,09/09/2016,Aineto,25123001,25123,001,Festa local
2016,11/11/2016,Aineto,25123001,25123,001,Festa local
2017,09/09/2017,Aineto,25123001,25123,001,Festa local
2017,11/11/2017,Aineto,25123001,25123,001,Festa local
2018,12/11/2018,Aineto,25123001,25123,001,Festa local
2018,10/09/2018,Aineto,25123001,25123,001,Festa local
2012,18/05/2012,Aitona,25038000,25038,000,Festa local
2012,31/08/2012,Aitona,25038000,25038,000,Festa local
2013,02/09/2013,Aitona,25038000,25038,000,Festa local
2013,17/05/2013,Aitona,25038000,25038,000,Festa local
2014,16/05/2014,Aitona,25038000,25038,000,Festa local
2014,02/09/2014,Aitona,25038000,25038,000,Festa local
2015,15/05/2015,Aitona,25038000,25038,000,Festa local
2015,02/09/2015,Aitona,25038000,25038,000,Festa local
2016,20/05/2016,Aitona,25038000,25038,000,Festa local
2016,02/09/2016,Aitona,25038000,25038,000,Festa local
2017,01/09/2017,Aitona,25038000,25038,000,Festa local
2017,19/05/2017,Aitona,25038000,25038,000,Festa local
2018,31/08/2018,Aitona,25038000,25038,000,Festa local
2018,18/05/2018,Aitona,25038000,25038,000,Festa local
2012,20/01/2012,"Alamús, els",25004000,25004,000,Festa local
2012,09/11/2012,"Alamús, els",25004000,25004,000,Festa local
2013,21/01/2013,"Alamús, els",25004000,25004,000,Festa local
2013,08/11/2013,"Alamús, els",25004000,25004,000,Festa local
2014,07/11/2014,"Alamús, els",25004000,25004,000,Festa local
2014,20/01/2014,"Alamús, els",25004000,25004,000,Festa local
2015,13/11/2015,"Alamús, els",25004000,25004,000,Festa local
2015,20/01/2015,"Alamús, els",25004000,25004,000,Festa local
2016,20/01/2016,"Alamús, els",25004000,25004,000,Festa local
2016,11/11/2016,"Alamús, els",25004000,25004,000,Festa local
2017,10/11/2017,"Alamús, els",25004000,25004,000,Festa local
2017,20/01/2017,"Alamús, els",25004000,25004,000,Festa local
2018,09/11/2018,"Alamús, els",25004000,25004,000,Festa local
2018,19/01/2018,"Alamús, els",25004000,25004,000,Festa local
2012,15/05/2012,Alàs i Cerc,25005000,25005,000,Festa local
2012,16/07/2012,Alàs i Cerc,25005000,25005,000,Festa local
2013,15/05/2013,Alàs i Cerc,25005000,25005,000,Festa local
2013,22/07/2013,Alàs i Cerc,25005000,25005,000,Festa local
2014,21/07/2014,Alàs i Cerc,25005000,25005,000,Festa local
2014,15/05/2014,Alàs i Cerc,25005000,25005,000,Festa local
2015,15/05/2015,Alàs i Cerc,25005000,25005,000,Festa local
2015,20/07/2015,Alàs i Cerc,25005000,25005,000,Festa local
2016,13/05/2016,Alàs i Cerc,25005000,25005,000,Festa local
2016,18/07/2016,Alàs i Cerc,25005000,25005,000,Festa local
2017,15/05/2017,Alàs i Cerc,25005000,25005,000,Festa local
2017,17/07/2017,Alàs i Cerc,25005000,25005,000,Festa local
2018,16/07/2018,Alàs i Cerc,25005000,25005,000,Festa local
2018,15/05/2018,Alàs i Cerc,25005000,25005,000,Festa local
2023,23/01/2023,Balenyà,08017000,08017,000,Festa local
2012,23/04/2012,"Albagés, l'",25006000,25006,000,Festa local
2012,20/01/2012,"Albagés, l'",25006000,25006,000,Festa local
2013,23/04/2013,"Albagés, l'",25006000,25006,000,Festa local
2013,19/03/2013,"Albagés, l'",25006000,25006,000,Festa local
2014,20/01/2014,"Albagés, l'",25006000,25006,000,Festa local
2014,23/04/2014,"Albagés, l'",25006000,25006,000,Festa local
2015,23/04/2015,"Albagés, l'",25006000,25006,000,Festa local
2015,20/01/2015,"Albagés, l'",25006000,25006,000,Festa local
2016,20/01/2016,"Albagés, l'",25006000,25006,000,Festa local
2016,29/08/2016,"Albagés, l'",25006000,25006,000,Festa local
2017,20/01/2017,"Albagés, l'",25006000,25006,000,Festa local
2017,28/08/2017,"Albagés, l'",25006000,25006,000,Festa local
2018,27/08/2018,"Albagés, l'",25006000,25006,000,Festa local
2018,19/03/2018,"Albagés, l'",25006000,25006,000,Festa local
2012,13/12/2012,"Alba, l'",43001001,43001,001,Festa local
2012,13/08/2012,"Alba, l'",43001001,43001,001,Festa local
2013,13/12/2013,"Alba, l'",43001001,43001,001,Festa local
2013,16/08/2013,"Alba, l'",43001001,43001,001,Festa local
2014,16/08/2014,"Alba, l'",43001001,43001,001,Festa local
2014,13/12/2014,"Alba, l'",43001001,43001,001,Festa local
2015,14/12/2015,"Alba, l'",43001001,43001,001,Festa local
2015,14/08/2015,"Alba, l'",43001001,43001,001,Festa local
2016,13/09/2016,"Alba, l'",43001001,43001,001,Festa local
2016,16/08/2016,"Alba, l'",43001001,43001,001,Festa local
2017,14/08/2017,"Alba, l'",43001001,43001,001,Festa local
2017,13/12/2017,"Alba, l'",43001001,43001,001,Festa local
2018,14/08/2018,"Alba, l'",43001001,43001,001,Festa local
2018,13/12/2018,"Alba, l'",43001001,43001,001,Festa local
2012,29/06/2012,Albanyà,17003000,17003,000,Festa local
2012,30/11/2012,Albanyà,17003000,17003,000,Festa local
2013,29/06/2013,Albanyà,17003000,17003,000,Festa local
2013,30/11/2013,Albanyà,17003000,17003,000,Festa local
2014,28/11/2014,Albanyà,17003000,17003,000,Festa local
2014,30/06/2014,Albanyà,17003000,17003,000,Festa local
2016,30/11/2016,Albanyà,17003000,17003,000,Festa local
2016,29/06/2016,Albanyà,17003000,17003,000,Festa local
2017,03/05/2017,Albanyà,17003000,17003,000,Festa local
2017,29/06/2017,Albanyà,17003000,17003,000,Festa local
2018,29/06/2018,Albanyà,17003000,17003,000,Festa local
2018,03/05/2018,Albanyà,17003000,17003,000,Festa local
2012,16/08/2012,Albarca,43049001,43049,001,Festa local
2012,23/01/2012,Albarca,43049001,43049,001,Festa local
2013,14/08/2013,Albarca,43049001,43049,001,Festa local
2013,22/01/2013,Albarca,43049001,43049,001,Festa local
2014,22/01/2014,Albarca,43049001,43049,001,Festa local
2014,14/08/2014,Albarca,43049001,43049,001,Festa local
2015,22/01/2015,Albarca,43049001,43049,001,Festa local
2015,14/08/2015,Albarca,43049001,43049,001,Festa local
2016,16/08/2016,Albarca,43049001,43049,001,Festa local
2016,22/01/2016,Albarca,43049001,43049,001,Festa local
2017,14/08/2017,Albarca,43049001,43049,001,Festa local
2017,23/01/2017,Albarca,43049001,43049,001,Festa local
2018,14/08/2018,Albarca,43049001,43049,001,Festa local
2018,23/01/2018,Albarca,43049001,43049,001,Festa local
2012,12/05/2012,Albatàrrec,25007000,25007,000,Festa local
2012,11/10/2012,Albatàrrec,25007000,25007,000,Festa local
2013,11/05/2013,Albatàrrec,25007000,25007,000,Festa local
2013,11/10/2013,Albatàrrec,25007000,25007,000,Festa local
2014,09/05/2014,Albatàrrec,25007000,25007,000,Festa local
2014,10/10/2014,Albatàrrec,25007000,25007,000,Festa local
2015,09/05/2015,Albatàrrec,25007000,25007,000,Festa local
2015,09/10/2015,Albatàrrec,25007000,25007,000,Festa local
2016,11/10/2016,Albatàrrec,25007000,25007,000,Festa local
2016,07/05/2016,Albatàrrec,25007000,25007,000,Festa local
2017,11/10/2017,Albatàrrec,25007000,25007,000,Festa local
2017,05/05/2017,Albatàrrec,25007000,25007,000,Festa local
2018,11/10/2018,Albatàrrec,25007000,25007,000,Festa local
2018,04/05/2018,Albatàrrec,25007000,25007,000,Festa local
2012,10/09/2012,Alberola,25156001,25156,001,Festa local
2012,13/06/2012,Alberola,25156001,25156,001,Festa local
2013,09/09/2013,Alberola,25156001,25156,001,Festa local
2013,13/06/2013,Alberola,25156001,25156,001,Festa local
2014,13/06/2014,Alberola,25156001,25156,001,Festa local
2014,08/09/2014,Alberola,25156001,25156,001,Festa local
2015,07/09/2015,Alberola,25156001,25156,001,Festa local
2015,15/06/2015,Alberola,25156001,25156,001,Festa local
2016,05/09/2016,Alberola,25156001,25156,001,Festa local
2016,13/06/2016,Alberola,25156001,25156,001,Festa local
2018,10/09/2018,Alberola,25156001,25156,001,Festa local
2018,13/06/2018,Alberola,25156001,25156,001,Festa local
2012,16/08/2012,Albesa,25008000,25008,000,Festa local
2012,17/08/2012,Albesa,25008000,25008,000,Festa local
2013,15/03/2013,Albesa,25008000,25008,000,Festa local
2013,16/08/2013,Albesa,25008000,25008,000,Festa local
2014,14/03/2014,Albesa,25008000,25008,000,Festa local
2014,16/08/2014,Albesa,25008000,25008,000,Festa local
2015,13/03/2015,Albesa,25008000,25008,000,Festa local
2015,17/08/2015,Albesa,25008000,25008,000,Festa local
2016,18/03/2016,Albesa,25008000,25008,000,Festa local
2016,16/08/2016,Albesa,25008000,25008,000,Festa local
2017,16/08/2017,Albesa,25008000,25008,000,Festa local
2017,14/08/2017,Albesa,25008000,25008,000,Festa local
2018,16/08/2018,Albesa,25008000,25008,000,Festa local
2018,17/08/2018,Albesa,25008000,25008,000,Festa local
2012,26/09/2012,"Albi, l'",25009000,25009,000,Festa local
2012,10/08/2012,"Albi, l'",25009000,25009,000,Festa local
2013,26/09/2013,"Albi, l'",25009000,25009,000,Festa local
2013,02/08/2013,"Albi, l'",25009000,25009,000,Festa local
2014,26/09/2014,"Albi, l'",25009000,25009,000,Festa local
2014,01/08/2014,"Albi, l'",25009000,25009,000,Festa local
2015,31/07/2015,"Albi, l'",25009000,25009,000,Festa local
2015,26/09/2015,"Albi, l'",25009000,25009,000,Festa local
2016,26/09/2016,"Albi, l'",25009000,25009,000,Festa local
2016,05/08/2016,"Albi, l'",25009000,25009,000,Festa local
2017,26/09/2017,"Albi, l'",25009000,25009,000,Festa local
2017,04/08/2017,"Albi, l'",25009000,25009,000,Festa local
2018,26/09/2018,"Albi, l'",25009000,25009,000,Festa local
2018,03/08/2018,"Albi, l'",25009000,25009,000,Festa local
2012,24/08/2012,Albinyana,43002000,43002,000,Festa local
2012,16/07/2012,Albinyana,43002000,43002,000,Festa local
2013,26/08/2013,Albinyana,43002000,43002,000,Festa local
2013,16/07/2013,Albinyana,43002000,43002,000,Festa local
2014,25/08/2014,Albinyana,43002000,43002,000,Festa local
2014,16/07/2014,Albinyana,43002000,43002,000,Festa local
2015,16/07/2015,Albinyana,43002000,43002,000,Festa local
2015,24/08/2015,Albinyana,43002000,43002,000,Festa local
2016,24/08/2016,Albinyana,43002000,43002,000,Festa local
2016,15/07/2016,Albinyana,43002000,43002,000,Festa local
2017,24/08/2017,Albinyana,43002000,43002,000,Festa local
2017,14/07/2017,Albinyana,43002000,43002,000,Festa local
2018,24/08/2018,Albinyana,43002000,43002,000,Festa local
2018,16/07/2018,Albinyana,43002000,43002,000,Festa local
2012,03/09/2012,Albió,43073001,43073,001,Festa local
2012,01/09/2012,Albió,43073001,43073,001,Festa local
2013,31/08/2013,Albió,43073001,43073,001,Festa local
2013,02/09/2013,Albió,43073001,43073,001,Festa local
2014,08/09/2014,Albió,43073001,43073,001,Festa local
2014,06/09/2014,Albió,43073001,43073,001,Festa local
2015,05/09/2015,Albió,43073001,43073,001,Festa local
2015,01/09/2015,Albió,43073001,43073,001,Festa local
2016,02/09/2016,Albió,43073001,43073,001,Festa local
2016,03/09/2016,Albió,43073001,43073,001,Festa local
2017,02/09/2017,Albió,43073001,43073,001,Festa local
2017,01/09/2017,Albió,43073001,43073,001,Festa local
2018,01/09/2018,Albió,43073001,43073,001,Festa local
2018,03/09/2018,Albió,43073001,43073,001,Festa local
2012,29/09/2012,"Albiol, l'",43003000,43003,000,Festa local
2012,08/08/2012,"Albiol, l'",43003000,43003,000,Festa local
2013,30/09/2013,"Albiol, l'",43003000,43003,000,Festa local
2013,08/08/2013,"Albiol, l'",43003000,43003,000,Festa local
2014,08/08/2014,"Albiol, l'",43003000,43003,000,Festa local
2014,29/09/2014,"Albiol, l'",43003000,43003,000,Festa local
2015,10/08/2015,"Albiol, l'",43003000,43003,000,Festa local
2015,29/09/2015,"Albiol, l'",43003000,43003,000,Festa local
2016,29/09/2016,"Albiol, l'",43003000,43003,000,Festa local
2016,08/08/2016,"Albiol, l'",43003000,43003,000,Festa local
2017,07/08/2017,"Albiol, l'",43003000,43003,000,Festa local
2017,29/09/2017,"Albiol, l'",43003000,43003,000,Festa local
2018,01/10/2018,"Albiol, l'",43003000,43003,000,Festa local
2018,16/07/2018,"Albiol, l'",43003000,43003,000,Festa local
2012,21/02/2012,Albons,17004000,17004,000,Festa local
2012,25/07/2012,Albons,17004000,17004,000,Festa local
2013,26/07/2013,Albons,17004000,17004,000,Festa local
2013,12/02/2013,Albons,17004000,17004,000,Festa local
2014,25/07/2014,Albons,17004000,17004,000,Festa local
2014,04/03/2014,Albons,17004000,17004,000,Festa local
2015,17/02/2015,Albons,17004000,17004,000,Festa local
2015,24/07/2015,Albons,17004000,17004,000,Festa local
2016,22/07/2016,Albons,17004000,17004,000,Festa local
2016,09/02/2016,Albons,17004000,17004,000,Festa local
2017,21/07/2017,Albons,17004000,17004,000,Festa local
