Provincia;Municipio;INE;Núcleo;INE Extendido;Fecha fiesta;Nombre fiesta
Valladolid;ALMENARA DE ADAJA;470080;;;2021-05-15;
Valladolid;AMUSQUILLO;470090;;;2021-05-15;
Valladolid;ARROYO DE LA ENCOMIENDA;470100;;;2021-05-06;San Juan Ante Portam Latinam
Valladolid;ARROYO DE LA ENCOMIENDA;470100;;;2021-06-14;San Antonio de Padua
Valladolid;BAHABÓN;470120;;;2021-05-14;
Valladolid;BAHABÓN;470120;;;2021-08-16;
Valladolid;BARCIAL DE LA LOMA;470130;;;2021-05-05;La Santa Espina
Valladolid;BARRUELO DEL VALLE;470140;;;2021-04-05;
Valladolid;BECILLA DE VALDERADUEY;470150;;;2021-05-17;San Isidro
Valladolid;BENAFARCES;470160;;;2021-05-17;
Valladolid;BERRUECES;470190;;;2021-05-15;
Valladolid;BOCIGAS;470210;;;2021-06-26;
Valladolid;BOCIGAS;470210;;;2021-09-08;
Valladolid;BOLAÑOS DE CAMPOS;470240;;;2021-05-31;
Valladolid;BRAHOJOS DE MEDINA;470250;;;2021-05-14;San Isidro Labrador
Valladolid;BRAHOJOS DE MEDINA;470250;;;2021-07-22;Santa María Magdalena
Valladolid;BUSTILLO DE CHAVES;470260;GORDALIZA DE LA LOMA;47026000201;2021-05-15;
Valladolid;CABEZÓN DE VALDERADUEY;470280;;;2021-05-14;
Valladolid;CABEZÓN DE VALDERADUEY;470280;;;2021-08-17;
Valladolid;CABREROS DEL MONTE;470290;;;2021-08-27;
Valladolid;CAMPORREDONDO;470320;;;2021-05-15;San Isidro
Valladolid;CASASOLA DE ARIÓN;470360;;;2021-05-20;
Valladolid;CASASOLA DE ARIÓN;470360;;;2021-08-27;
Valladolid;CASTRODEZA;470410;;;2021-12-17;Virgen de la O
Valladolid;CASTROMEMBIBRE;470420;;;2021-07-26;
Valladolid;CASTROMONTE;470430;;;2021-08-17;
Valladolid;CASTRONUÑO;470450;;;2021-02-03;San Blas
Valladolid;CASTRONUÑO;470450;;;2021-09-29;San Miguel
Valladolid;CIGUÑUELA;470510;;;2021-08-25;San Ginés
Valladolid;COGECES DEL MONTE;470540;;;2021-06-14;San Antonio
Valladolid;CORRALES DE DUERO;470560;;;2021-06-14;
Valladolid;CUENCA DE CAMPOS;470580;;;2021-05-20;
Valladolid;CURIEL DE DUERO;470590;;;2021-05-15;
Valladolid;CAMPILLO (EL);470310;;;2021-08-17;
Valladolid;CARPIO;470350;;;2021-01-20;
Valladolid;ESGUEVILLAS DE ESGUEVA;470610;;;2021-05-24;San Vicente Ferrer
Valladolid;FOMBELLIDA;470620;;;2021-09-02;San Antolín
Valladolid;FOMPEDRAZA;470630;;;2021-08-23;
Valladolid;FOMPEDRAZA;470630;;;2021-08-24;
Valladolid;FRESNO EL VIEJO;470650;;;2021-08-30;
Valladolid;FUENSALDAÑA;470660;;;2021-05-15;San Isidro
Valladolid;FUENTE-OLMEDO;470680;;;2021-05-10;
Valladolid;GERIA;470710;;;2021-02-03;San Blas
Valladolid;HERRÍN DE CAMPOS;470730;;;2021-08-06;
Valladolid;ÍSCAR;470750;;;2021-09-29;
Valladolid;CISTÉRNIGA;470520;;;2021-07-16;Ntra. Santa Virgen del Carmen
Valladolid;MUDARRA (LA);470990;;;2021-05-15;San Isidro
Valladolid;ZARZA (LA);472320;;;2021-09-16;
Valladolid;LAGUNA DE DUERO;470760;;;2021-05-13;San Pedro Regalado
Valladolid;LAGUNA DE DUERO;470760;;;2021-09-08;Virgen del Villar
Valladolid;LANGAYO;470770;;;2021-06-25;
Valladolid;LLANO DE OLMEDO;470790;;;2021-07-03;
Valladolid;LOMOVIEJO;470780;;;2021-10-04;Ntra. Sra. del Rosario
Valladolid;LOMOVIEJO;470780;;;2021-12-28;Fiesta de los Inocentes
Valladolid;MANZANILLO;470800;;;2021-08-07;
Valladolid;MATAPOZUELOS;470820;;;2021-07-22;Santa María Magdalena
Valladolid;MATAPOZUELOS;470820;;;2021-09-08;Virgen de Siete Iglesias
Valladolid;MATILLA DE LOS CAÑOS;470830;;;2021-12-10;Santa Eulalia
Valladolid;MEDINA DE RIOSECO;470860;;;2021-06-24;San Juan Bautista
Valladolid;MEGECES;470870;;;2021-02-02;Virgen de las Candelas
Valladolid;MEGECES;470870;;;2021-07-26;Santiago Apostol
Valladolid;MELGAR DE ABAJO;470880;;;2021-12-27;
Valladolid;MELGAR DE ARRIBA;470890;;;2021-05-08;
Valladolid;MONTEALEGRE DE CAMPOS;470920;;;2021-05-15;San Isidro
Valladolid;MONTEMAYOR DE PILILLA;470930;;;2021-07-22;Santa María Magdalena
Valladolid;MORAL DE LA REINA;470940;;;2021-09-10;
Valladolid;MORALEJA DE LAS PANADERAS;470950;;;2021-05-20;
Valladolid;MORALEJA DE LAS PANADERAS;470950;;;2021-07-27;
Valladolid;MORALES DE CAMPOS;470960;;;2021-05-10;San Gregorio
Valladolid;MORALES DE CAMPOS;470960;;;2021-05-24;Pascua de Pentecostés
Valladolid;MOTA DEL MARQUES;470970;;;2021-09-08;Virgen de Ntra. Sra. de Castellanos
Valladolid;MUCIENTES;470980;;;2021-02-05;Santa Águeda
Valladolid;MUCIENTES;470980;;;2021-06-29;San Pedro Apóstol
Valladolid;MURIEL;471000;;;2021-08-16;San Roque
Valladolid;OLMEDO;471040;;;2021-09-29;
Valladolid;OLMEDO;471040;;;2021-09-30;
Valladolid;OLMOS DE PEÑAFIEL;471060;;;2021-04-16;
Valladolid;PEDRAJAS DE SAN ESTEBAN;471120;;;2021-04-05;Virgen de Sacedón
Valladolid;PEÑAFIEL;471140;;;2021-08-17;
Valladolid;PEÑAFLOR DE HORNIJA;471150;;;2021-06-03;Corpus Christi
Valladolid;PEÑAFLOR DE HORNIJA;471150;;;2021-09-20;El Cristo
Valladolid;PIÑA DE ESGUEVA;471170;;;2021-12-07;Inmaculada Concepción
Valladolid;POZAL DE GALLINAS;471230;;;2021-05-08;
Valladolid;POZAL DE GALLINAS;471230;;;2021-09-08;
Valladolid;POZALDEZ;471240;;;2021-05-21;
Valladolid;POZUELO DE LA ORDEN;471250;;;2021-04-16;
Valladolid;POZUELO DE LA ORDEN;471250;;;2021-07-26;
Valladolid;QUINTANILLA DE TRIGUEROS;471300;;;2021-04-30;Ntra. Sra. del Arco
Valladolid;QUINTANILLA DE TRIGUEROS;471300;;;2021-08-13;Ntra. Sra. de la Asunción
Valladolid;QUINTANILLA DEL MOLAR;471280;;;2021-01-28;
Valladolid;QUINTANILLA DEL MOLAR;471280;;;2021-05-15;
Valladolid;RENEDO DE ESGUEVA;471330;;;2021-07-02;
Valladolid;ROBLADILLO;471350;;;2021-06-28;San Pelayo
Valladolid;ROTURAS;471370;;;2021-05-15;
Valladolid;RUEDA;471390;FONCASTÍN;47139000101;2021-06-29;
Valladolid;SAELICES DE MAYORGA;471400;;;2021-07-16;
Valladolid;SAN CEBRIÁN DE MAZOTE;471420;;;2021-09-16;San Cipriano
Valladolid;SAN MIGUEL DEL ARROYO;471450;SANTIAGO DEL ARROYO;47145000201;2021-11-25;
Valladolid;SAN PABLO DE LA MORALEJA;471470;;;2021-01-28;
Valladolid;SAN PELAYO;471490;;;2021-06-05;Cristo del Suspiro
Valladolid;SAN ROMÁN DE HORNIJA;471500;;;2021-02-17;
Valladolid;SANTA EUFEMIA DEL ARROYO;471520;;;2021-05-10;
Valladolid;SANTA EUFEMIA DEL ARROYO;471520;;;2021-09-16;
Valladolid;SANTERVÁS DE CAMPOS;471530;;;2021-06-19;
Valladolid;SANTIBÁÑEZ DE VALCORBA;471540;;;2021-12-27;San Juan Evangelista
Valladolid;SANTOVENIA DE PISUERGA;471550;;;2021-02-05;Santa Águeda
Valladolid;SERRADA;471590;;;2021-08-23;Fiesta de los Novillos
Valladolid;SIMANCAS;471610;;;2021-08-06;
Valladolid;TAMARIZ DE CAMPOS;471620;;;2021-05-15;
Valladolid;TORDEHUMOS;471640;;;2021-02-02;
Valladolid;TORDEHUMOS;471640;;;2021-09-14;
Valladolid;TORDESILLAS;471650;VILLAVIEJA DEL CERRO;47165000800;2021-02-06;Santa Águeda
Valladolid;TORRE DE ESGUEVA;471690;;;2021-06-13;San Antonio de Padua
Valladolid;TORRELOBATÓN;471710;;;2021-02-16;
Valladolid;TORRESCÁRCELA;471720;;;2021-08-05;
Valladolid;TORRESCÁRCELA;471720;;;2021-08-06;
Valladolid;TORRESCÁRCELA;471720;ALDEALBAR;47172000101;2021-06-24;
Valladolid;TRASPINEDO;471730;;;2021-11-12;San Martín
Valladolid;TRIGUEROS DEL VALLE;471740;;;2021-09-06;Virgen del Castillo
Valladolid;TUDELA DE DUERO;471750;;;2021-08-17;San Roque
Valladolid;URUEÑA;471780;;;2021-03-25;
Valladolid;URUEÑA;471780;;;2021-09-08;
Valladolid;VALBUENA DE DUERO;471790;;;2021-04-22;
Valladolid;VALDEARCOS DE LA VEGA;471800;;;2021-05-15;
Valladolid;VALDESTILLAS;471820;;;2021-05-10;
Valladolid;VALDESTILLAS;471820;;;2021-05-15;
Valladolid;VALORIA LA BUENA;471840;;;2021-07-09;
Valladolid;VEGA DE RUIPONCE;471870;;;2021-04-30;
Valladolid;VELASCÁLVARO;471890;;;2021-12-27;
Valladolid;VELILLA;471900;;;2021-05-15;San Isidro
Valladolid;VIANA DE CEGA;471930;;;2021-08-17;San Roque
Valladolid;VILLABÁÑEZ;471950;;;2021-05-15;
Valladolid;VILLABARUZ DE CAMPOS;471960;;;2021-06-26;San Pelayo
Valladolid;VILLACO;472000;;;2021-05-03;
Valladolid;VILLAFRADES DE CAMPOS;472030;;;2021-05-15;
Valladolid;VILLAFRADES DE CAMPOS;472030;;;2021-08-14;
Valladolid;VILLAFRANCA DE DUERO;472040;;;2021-05-15;San Isidro
Valladolid;VILLAFRECHÓS;472050;;;2021-09-08;Virgen del Cabo
Valladolid;VILLAGÓMEZ LA NUEVA;472080;;;2021-05-10;
Valladolid;VILLALAR DE LOS COMUNEROS;472100;;;2021-05-17;San Isidro
Valladolid;VILLALBA DE LA LOMA;472110;;;2021-11-30;
Valladolid;VILLANUEVA DE LOS INFANTES;472210;;;2021-09-08;
Valladolid;VILLARMENTERO DE ESGUEVA;472240;;;2021-02-16;Santa Juliana
Valladolid;VILLAVAQUERÍN;472260;;;2021-09-08;
Valladolid;VILLAVAQUERÍN;472260;;;2021-11-22;
Valladolid;WAMBA;472300;;;2021-08-17;San Roque
Zamora;ALCAÑICES;490030;;;2021-07-05;La Salud
Zamora;ALCAÑICES;490030;;;2021-08-17;San Roque
Zamora;ALCAÑICES;490030;SANTA ANA;49003000301;2021-07-26;Santa Ana
Zamora;ALCAÑICES;490030;VIVINERA;49003000401;2021-01-20;Santos Fabián y Esteban
Zamora;ALCAÑICES;490030;VIVINERA;49003000401;2021-08-04;Sto. Domingo de Guzmán
Zamora;ALCUBILLA DE NOGALES;490040;;;2021-06-03;Corpus Christi
Zamora;ALCUBILLA DE NOGALES;490040;;;2021-10-01;San Verísimo
Zamora;ALGODRE;490060;;;2021-04-26;San Marcos
Zamora;ARGUJILLO;490130;;;2021-02-09;La Pega
Zamora;ARGUJILLO;490130;;;2021-08-13;Nuestra Señora
Zamora;ASPARIEGOS;490160;;;2021-05-14;San Isidro Labrador
Zamora;ASTURIANOS;490170;CEREZAL DE SANABRIA;49017000201;2021-09-30;San Jerónimo
Zamora;ASTURIANOS;490170;ENTREPEÑAS;49017000301;2021-06-14;San Antonio
Zamora;ASTURIANOS;490170;LAGAREJOS DE LA CARBALLEDA;49017000401;2021-08-07;Beata Erundina
Zamora;BENAVENTE;490210;;;2021-04-12;La Veguilla
Zamora;BENEGILES;490220;;;2021-05-10;San Gregorio
Zamora;BENEGILES;490220;;;2021-12-21;Santo Tomás
Zamora;BERMILLO DE SAYAGO;490230;;;2021-08-06;La Asunción
Zamora;BERMILLO DE SAYAGO;490230;FRESNADILLO;49023000301;2021-07-26;Santiago
Zamora;BERMILLO DE SAYAGO;490230;VILLAMOR DE LA LADRE;49023000801;2021-05-15;San Isidro Labrador
Zamora;BÓVEDA DE TORO (LA);490240;;;2021-04-12;Lunes de Aguas
Zamora;BÓVEDA DE TORO (LA);490240;;;2021-08-05;Ntra. Sra. de las Nieves
Zamora;BRETOCINO;490260;;;2021-04-26;San Marcos
Zamora;BRIME DE SOG;490270;;;2021-02-03;San Blas
Zamora;BUSTILLO DEL ORO;490300;;;2021-06-14;San Antonio
Zamora;CAMARZANA DE TERA;490330;;;2021-05-31;Santísima Trinidad
Zamora;CAMARZANA DE TERA;490330;;;2021-08-13;Ntra. Sra. de la Asunción
Zamora;CAMARZANA DE TERA;490330;CABAÑAS DE TERA;49033000101;2021-07-26;Santiago Apóstol
Zamora;CAMARZANA DE TERA;490330;SANTA MARTA DE TERA;49033000401;2021-06-11;San Antonio
Zamora;CARBAJALES DE ALBA;490360;;;2021-02-02;Las Candelas
Zamora;CASTRILLO DE LA GUAREÑA;490400;;;2021-08-10;San Lorenzo
Zamora;CASTRONUEVO;490420;CASTRONUEVO DE LOS ARCOS;49042000101;2021-05-17;San Isidro
Zamora;CASTROVERDE DE CAMPOS;490430;;;2021-01-20;Los Mártires
Zamora;CASTROVERDE DE CAMPOS;490430;;;2021-05-27;La Feria
Zamora;CERECINOS DE CAMPOS;490460;;;2021-06-11;San Antonio de Padua
Zamora;CERECINOS DEL CARRIZAL;490470;;;2021-08-06;El Salvador
Zamora;COBREROS;490500;;;2021-01-18;San Vicente
Zamora;COBREROS;490500;;;2021-08-17;San Roque
Zamora;COBREROS;490500;BARRIO DE LOMBA;49050000201;2021-12-09;La Inmaculada
Zamora;COBREROS;490500;LIMIANOS DE SANABRIA;49050000501;2021-07-16;El Carmen
Zamora;COBREROS;490500;RIEGO DE LOMBA;49050000701;2021-05-08;San Juan
Zamora;COBREROS;490500;RIEGO DE LOMBA;49050000701;2021-06-26;Sagrado Corazón de Jesús
Zamora;COBREROS;490500;SAN MARTÍN DEL TERROSO;49050000801;2021-08-03;La Encarnación
Zamora;COBREROS;490500;SAN MARTÍN DEL TERROSO;49050000801;2021-11-11;San Martín
Zamora;COBREROS;490500;SANTA COLOMBA DE SANABRIA;49050001101;2021-08-21;Virgen de la Portería
Zamora;COBREROS;490500;SOTILLO DE SANABRIA;49050001201;2021-06-29;San Pedro
Zamora;COOMONTE;490520;;;2021-05-14;San Isidro
Zamora;CORESES;490530;;;2021-02-05;Santa Águeda
Zamora;CORRALES DEL VINO;490540;PELEAS DE ARRIBA;49054000301;2021-09-06;Nuestra Señora
Zamora;CUBILLOS;490560;;;2021-05-21;Fiesta Local
Zamora;CUELGAMURES;490590;;;2021-01-18;San Antón
Zamora;ENTRALA;490610;;;2021-08-17;Nuestra Señora de la Asunción
Zamora;ESPADAÑEDO;490620;;;2021-07-17;Santa Justa
Zamora;FERRERAS DE ABAJO;490660;;;2021-06-24;San Juan
Zamora;FERRERAS DE ARRIBA;490670;VILLANUEVA DE VALROJO;49067000201;2021-02-16;Carnaval
Zamora;FERRERUELA;490680;SESNÁNDEZ DE TÁBARA;49068000301;2021-09-20;El Carmen
Zamora;FIGUERUELA DE ARRIBA;490690;FIGUERUELA DE ABAJO;49069000101;2021-05-08;La Juventud
Zamora;FIGUERUELA DE ARRIBA;490690;FIGUERUELA DE ABAJO;49069000101;2021-08-18;La Juventud
Zamora;FIGUERUELA DE ARRIBA;490690;FLECHAS;49069000301;2021-08-11;Fiestas Locales
Zamora;FIGUERUELA DE ARRIBA;490690;FLECHAS;49069000301;2021-08-12;Fiestas Locales
Zamora;FIGUERUELA DE ARRIBA;490690;MOLDONES;49069000501;2021-06-24;Fiesta Local
Zamora;FIGUERUELA DE ARRIBA;490690;MOLDONES;49069000501;2021-08-05;Las Nieves
Zamora;FIGUERUELA DE ARRIBA;490690;VILLARINO DE MANZANAS;49069000701;2021-08-21;Fiesta Local
Zamora;FONFRÍA;490710;;;2021-01-22;San Antonio Abad
Zamora;FONFRÍA;490710;ARCILLERA;49071000101;2021-08-09;San Ciriaco
Zamora;FONFRÍA;490710;BERMILLO DE ALBA;49071000201;2021-08-18;San Mamés
Zamora;FONFRÍA;490710;BRANDILANES;49071000301;2021-06-29;San Pedro
Zamora;FONFRÍA;490710;CASTRO DE ALCAÑICES;49071000401;2021-07-24;Santiago Apóstol
Zamora;FONFRÍA;490710;CEADEA;49071000501;2021-11-29;San Saturnino
Zamora;FONFRÍA;490710;FORNILLOS DE ALISTE;49071000701;2021-01-20;Los Mártires
Zamora;FRESNO DE LA RIBERA;490760;;;2021-02-17;Miércoles de Ceniza
Zamora;FRESNO DE LA RIBERA;490760;;;2021-05-17;San Isidro
Zamora;FUENTES DE ROPEL;490820;;;2021-09-20;Cristo de las Indias
Zamora;GEMA;490900;;;2021-05-24;La Hiniesta
Zamora;GRANUCILLO;490920;CUNQUILLA DE VIDRIALES;49092000101;2021-09-02;San Miguel
Zamora;GUARRATE;490930;;;2021-06-21;San Antonio
Zamora;GUARRATE;490930;;;2021-10-11;Fiesta Local
Zamora;HERMISENDE;490940;CASTROMIL;49094000201;2021-07-16;Santa Marina
Zamora;HERMISENDE;490940;CASTROMIL;49094000201;2021-07-19;Santa Marina
Zamora;JAMBRINA;490960;;;2021-01-30;San Geminiano
Zamora;JAMBRINA;490960;;;2021-05-15;San Isidro
Zamora;LOSACINO;490980;CASTILLO DE ALBA;49098000101;2021-07-30;Santa Cruz
Zamora;LOSACINO;490980;MUGA DE ALBA;49098000301;2021-09-24;Virgen de la Merced
Zamora;LOSACINO;490980;MUGA DE ALBA;49098000301;2021-09-25;Virgen de la Merced
Zamora;LUBIÁN;491000;;;2021-08-05;Tuiza de Verano
Zamora;LUBIÁN;491000;ACIBEROS;49100000101;2021-08-05;Tuiza de Verano
Zamora;LUBIÁN;491000;CHANOS;49100000201;2021-08-05;Tuiza de Verano
Zamora;LUBIÁN;491000;HEDRADAS (LAS);49100000301;2021-06-29;San Pedro
Zamora;LUBIÁN;491000;HEDRADAS (LAS);49100000301;2021-08-05;Tuiza de Verano
Zamora;MAHIDE;491040;;;2021-08-24;San Bartolo
Zamora;MAHIDE;491040;TORRES DE ALISTE (LAS);49104000501;2021-08-06;Las Nieves
Zamora;MANGANESES DE LA POLVOROSA;491090;;;2021-05-14;San Isidro Labrador
Zamora;MANZANAL DE ARRIBA;491100;LINAREJOS;49110000301;2021-02-02;Las Candelas
Zamora;MANZANAL DE ARRIBA;491100;LINAREJOS;49110000301;2021-05-24;Pentecostés
Zamora;MANZANAL DE ARRIBA;491100;PEDROSO DE LA CARBALLEDA;49110000501;2021-08-10;San Lorenzo
Zamora;MANZANAL DE ARRIBA;491100;SAGALLOS;49110000601;2021-06-03;Corpus Christi
Zamora;MANZANAL DE LOS INFANTES;491120;;;2021-09-29;San Miguel
Zamora;MANZANAL DE LOS INFANTES;491120;LANSEROS;49112000301;2021-08-13;La Ascensión
Zamora;MANZANAL DE LOS INFANTES;491120;SEJAS DE SANABRIA;49112000601;2021-09-09;La Ribera
Zamora;MATILLA DE ARZÓN;491130;;;2021-10-04;Virgen del Rosario
Zamora;MATILLA LA SECA;491140;;;2021-06-29;San Pedro
Zamora;MAYALDE;491150;;;2021-03-20;San Benito
Zamora;MICERECES DE TERA;491170;MICERECES DE TERA;49117000301;2021-08-06;San Mamed
Zamora;MICERECES DE TERA;491170;MICERECES DE TERA;49117000301;2021-08-09;San Mamed
Zamora;MICERECES DE TERA;491170;AGUILAR DE TERA;49117000201;2021-07-16;Santa Marina
Zamora;MICERECES DE TERA;491170;AGUILAR DE TERA;49117000201;2021-07-19;Santa Marina
Zamora;MOLEZUELAS DE LA CARBALLEDA;491200;;;2021-06-24;San Juan
Zamora;MOLEZUELAS DE LA CARBALLEDA;491200;;;2021-09-13;Virgen del Puente
Zamora;MOMBUEY;491210;VALPARAISO;49121000300;2021-07-19;Santa Marina
Zamora;MOMBUEY;491210;VALPARAISO;49121000300;2021-08-20;La Juventud
Zamora;MONFARRACINOS;491220;;;2021-05-15;San Isidro
Zamora;MONFARRACINOS;491220;;;2021-11-11;San Martín
Zamora;MONTAMARTA;491230;;;2021-05-17;Fiesta Local
Zamora;MORAL DE SAYAGO;491240;;;2021-05-06;Santa Marina
Zamora;MORALEJA DEL VINO;491250;;;2021-07-22;La Magdalena
Zamora;MORALES DE REY;491280;;;2021-06-25;San Pelayo
Zamora;MORALES DE REY;491280;VECILLA DE LA POLVOROSA;49128000201;2021-11-30;San Andrés
Zamora;MORALES DE TORO;491290;;;2021-02-16;Martes de Carnaval
Zamora;MORALES DE VALVERDE;491300;SAN PEDRO DE ZAMUDIA;49130000201;2021-06-29;San Pedro
Zamora;MORALES DE VALVERDE;491300;SAN PEDRO DE ZAMUDIA;49130000201;2021-09-09;El Cristo
Zamora;MORALES DEL VINO;491270;MORALES DEL VINO;49127000101;2021-05-10;Cristo de Morales
Zamora;MORALES DEL VINO;491270;MORALES DEL VINO;49127000101;2021-05-11;Cristo de Morales
Zamora;MUELAS DEL PAN;491350;;;2021-07-26;Santiago
Zamora;MUELAS DEL PAN;491350;CEREZAL DE ALISTE;49135000101;2021-08-06;Santos Justo y Pastor
Zamora;MUELAS DEL PAN;491350;RICOBAYO DE ALBA;49135000301;2021-10-11;Ofertorio
Zamora;MUELAS DEL PAN;491350;VILLAFLOR;49135000401;2021-08-20;San Mateo
Zamora;NAVIANOS DE VALVERDE;491370;;;2021-05-10;Novena de la Virgen
Zamora;OTERO DE BODAS;491390;VAL DE SANTA MARÍA;49139000201;2021-08-07;El Corpus
Zamora;PAJARES DE LA LAMPREANA;491410;;;2021-04-14;Rogativa de Abril
Zamora;PAJARES DE LA LAMPREANA;491410;;;2021-09-08;Virgen del Templo
Zamora;PALACIOS DE SANABRIA;491430;;;2021-08-27;El Cristo
Zamora;PALACIOS DE SANABRIA;491430;OTERO DE SANABRIA;49143000101;2021-10-04;Los Remedios
Zamora;PALACIOS DE SANABRIA;491430;REMESAL;49143000301;2021-02-24;Santa Marta
Zamora;PELEAGONZALO;491470;;;2021-05-10;San Gregorio Nacianceno
Zamora;PELEAS DE ABAJO;491480;;;2021-05-15;San Isidro
Zamora;PEÑAUSENDE;491490;;;2021-07-16;Virgen del Carmen
Zamora;PEÑAUSENDE;491490;;;2021-11-11;San Martín
Zamora;PEÑAUSENDE;491490;FIGUERUELA DE SAYAGO;49149000101;2021-07-16;Virgen del Carmen
Zamora;PEÑAUSENDE;491490;TAMAME;49149000301;2021-06-12;San Antonio
Zamora;PEÑAUSENDE;491490;TAMAME;49149000301;2021-08-07;Ofertorio
Zamora;PERDIGÓN (EL);491510;TARDOBISPO;49151000301;2021-08-06;San Salvador
Zamora;PÍAS;491540;BARJACOBA;49154000101;2021-05-13;Virgen de Fátima
Zamora;PÍAS;491540;BARJACOBA;49154000101;2021-11-22;Santa Cecilia
Zamora;PÍAS;491540;VILLANUEVA DE LA SIERRA;49154000301;2021-08-09;San Salvador
Zamora;PIÑERO (EL);491580;;;2021-07-22;La Magdalena
Zamora;POBLADURA DE VALDERADUEY;491600;;;2021-08-06;Fiesta del Turista
Zamora;POBLADURA DEL VALLE;491590;;;2021-12-21;Santo Tomás
Zamora;PORTO;491620;;;2021-06-14;San Antonio
Zamora;PORTO;491620;;;2021-08-17;San Roque
Zamora;PRADO;491650;;;2021-05-03;Fiesta Local
Zamora;PUEBLA DE SANABRIA;491660;CASTELLANOS;49166000101;2021-08-17;San Roque
Zamora;PUEBLA DE SANABRIA;491660;UNGILDE;49166000401;2021-08-10;San Lorenzo
Zamora;PUEBLICA DE VALVERDE;491670;PUEBLICA DE VALVERDE;49167000201;2021-08-02;Ntra. Señora del Rosario
Zamora;QUIRUELAS DE VIDRIALES;491710;COLINAS DE TRASMONTE;49171000101;2021-05-10;La Novena
Zamora;QUIRUELAS DE VIDRIALES;491710;COLINAS DE TRASMONTE;49171000101;2021-06-24;San Juan
Zamora;RABANALES;491720;FRADELLOS;49172000101;2021-09-29;San Miguel
Zamora;RABANALES;491720;MELLANES;49172000401;2021-07-23;Santiago Apóstol
Zamora;RÁBANO DE ALISTE;491730;SAN MAMED;49173000201;2021-08-05;Nuestra Señora de las Nieves
Zamora;RÁBANO DE ALISTE;491730;SEJAS DE ALISTE;49173000301;2021-08-10;San Lorenzo
Zamora;RÁBANO DE ALISTE;491730;TOLA;49173000401;2021-07-30;San Félix
Zamora;RÁBANO DE ALISTE;491730;TOLA;49173000401;2021-08-02;San Félix
Zamora;REQUEJO;491740;;;2021-08-10;San Lorenzo
Zamora;REVELLINOS;491750;;;2021-04-26;San Marcos
Zamora;RIOFRÍO DE ALISTE;491760;CABAÑAS DE ALISTE;49176000201;2021-01-15;San Amaro
Zamora;RIOFRÍO DE ALISTE;491760;CABAÑAS DE ALISTE;49176000201;2021-08-17;Fiesta Patronal
Zamora;RIONEGRO DEL PUENTE;491770;;;2021-09-20;Carballeda
Zamora;ROBLEDA-CERVANTES;491790;PARAMIO;49179000301;2021-01-21;San Vicente
Zamora;ROBLEDA-CERVANTES;491790;ROBLEDA;49179000401;2021-09-15;La Patrona
Zamora;ROBLEDA-CERVANTES;491790;SAN JUAN DE LA CUESTA;49179000601;2021-01-18;San Antonio
Zamora;ROBLEDA-CERVANTES;491790;SAN JUAN DE LA CUESTA;49179000601;2021-08-18;Virgen del Rosario
Zamora;ROBLEDA-CERVANTES;491790;TRIUFÉ;49179000701;2021-01-18;San Antonio
Zamora;ROBLEDA-CERVANTES;491790;TRIUFÉ;49179000701;2021-12-20;Virgen de la O
Zamora;ROELOS DE SAYAGO;491800;;;2021-07-30;La Amistad
Zamora;ROELOS DE SAYAGO;491800;;;2021-10-01;El Ofertorio
Zamora;ROSINOS DE LA REQUEJADA;491810;;;2021-12-17;Santa Colomba
Zamora;ROSINOS DE LA REQUEJADA;491810;;;2021-12-18;Santa Colomba
Zamora;ROSINOS DE LA REQUEJADA;491810;ANTA DE RIOCONEJOS;49181000101;2021-09-14;Santo Cristo
Zamora;ROSINOS DE LA REQUEJADA;491810;DONEY DE LA REQUEJADA;49181000301;2021-08-13;Virgen de las Angustias
Zamora;ROSINOS DE LA REQUEJADA;491810;GUSANDANOS;49181000501;2021-04-24;San Marcos
Zamora;ROSINOS DE LA REQUEJADA;491810;VILLAREJO DE LA SIERRA;49181001001;2021-07-16;Virgen del Carmen
Zamora;SALCE;491830;;;2021-12-03;Santa Bárbara
Zamora;SAN AGUSTÍN DEL POZO;491850;;;2021-05-14;San Isidro
Zamora;SAN CEBRIÁN DE CASTRO;491860;;;2021-05-24;Virgen del Realengo
Zamora;SAN CEBRIÁN DE CASTRO;491860;FONTANILLAS DE CASTRO;49186000101;2021-05-15;San Isidro
Zamora;SAN CEBRIÁN DE CASTRO;491860;FONTANILLAS DE CASTRO;49186000101;2021-12-09;La Inmaculada
Zamora;SAN CRISTÓBAL DE ENTREVIÑAS;491870;SANTA COLOMBA DE LAS CARABIAS;49187000301;2021-06-25;San Juan
Zamora;SAN ESTEBAN DEL MOLAR;491880;;;2021-05-17;Cristo de la Misericordia
Zamora;SAN JUSTO;491890;;;2021-08-09;Santos Justo y Pastor
Zamora;SAN JUSTO;491890;;;2021-09-08;La Alcobilla
Zamora;SAN JUSTO;491890;RÁBANO DE SANABRIA;49189000301;2021-06-29;San Pedro
Zamora;SAN JUSTO;491890;ROZAS;49189000401;2021-01-18;San Antonio
Zamora;SAN JUSTO;491890;SAN CIPRIÁN;49189000501;2021-08-05;Las Nieves
Zamora;SAN MIGUEL DE LA RIBERA;491910;;;2021-01-20;San Sebastián
Zamora;SAN VICENTE DE LA CABEZA;492080;;;2021-01-22;San Vicente
Zamora;SAN VICENTE DE LA CABEZA;492080;;;2021-08-10;San Lorenzo
