Provincia;Municipio;INE;Núcleo;INE Extendido;Fecha fiesta;Nombre fiesta
Zamora;ROBLEDA-CERVANTES;491790;VALDESPINO;49179000801;2021-06-29;San Pedro
Burgos;ABAJAS;90010;;;2021-09-14;La Cruz
Zamora;ROBLEDA-CERVANTES;491790;VALDESPINO;49179000801;2021-08-24;La Guía
Burgos;ADRADA DE HAZA;90030;;;2021-05-03;
Zamora;ROSINOS DE LA REQUEJADA;491810;CARBAJALINOS;49181000201;2021-08-17;San Roque
Burgos;AGUAS CÁNDIDAS;90060;;;2021-06-24;San Juan
Zamora;ROSINOS DE LA REQUEJADA;491810;MONTERRUBIO;49181000601;2021-07-03;Virgen de la Consolación
Burgos;AGUAS CÁNDIDAS;90060;;;2021-08-17;San Roque
Zamora;ROSINOS DE LA REQUEJADA;491810;RIONEGRITO;49181000701;2021-11-30;San Andrés
Burgos;ALFOZ DE BRICIA;90110;;;2021-05-15;
Zamora;ROSINOS DE LA REQUEJADA;491810;SANTIAGO DE LA REQUEJADA;49181000901;2021-07-27;Santiago Apóstol
Burgos;ALFOZ DE SANTA GADEA;90120;;;2021-08-12;
Zamora;SAN CEBRIÁN DE CASTRO;491860;;;2021-05-15;San Isidro
Burgos;ALFOZ DE SANTA GADEA;90120;;;2021-08-13;
Zamora;SAN CRISTÓBAL DE ENTREVIÑAS;491870;SAN MIGUEL DEL ESLA;49187000201;2021-09-29;San Miguel
Burgos;AMEYUGO;90160;;;2021-06-24;San Juan
Zamora;SAN JUSTO;491890;BARRIO DE RÁBANO;49189000101;2021-09-08;La Alcobilla
Burgos;ANGUIX;90170;;;2021-06-24;
Zamora;SAN JUSTO;491890;SAN CIPRIÁN;49189000501;2021-09-08;La Alcobilla
Burgos;ARANDILLA;90190;;;2021-05-14;
Zamora;SAN MARTÍN DE VALDERADUEY;491900;;;2021-04-24;San Marcos
Burgos;ARAUZO DE MIEL;90200;;;2021-05-15;San Isidro
Zamora;SAN MIGUEL DEL VALLE;491920;;;2021-09-28;Cristo de las Aguas
Burgos;ARAUZO DE MIEL;90200;;;2021-12-10;Santa Eulalia
Zamora;SAN PEDRO DE CEQUE;491930;;;2021-06-28;San Pedro
Burgos;ARAUZO DE SALCE;90210;;;2021-04-22;Virgen de las Angustias
Zamora;SAN VICENTE DE LA CABEZA;492080;BERCIANOS DE ALISTE;49208000101;2021-05-03;Santa Cruz
Burgos;ARAUZO DE SALCE;90210;;;2021-07-15;San Buenaventura
Zamora;SAN VICENTE DE LA CABEZA;492080;CAMPOGRANDE DE ALISTE;49208000201;2021-06-24;San Juan
Burgos;ARENILLAS DE RIOPISUERGA;90240;;;2021-05-15;San Isidro
Zamora;SANTA COLOMBA DE LAS MONJAS;491990;;;2021-09-17;Santa Colomba
Burgos;ARENILLAS DE RIOPISUERGA;90240;;;2021-09-15;Santa María la Mayor
Zamora;SANTA CRISTINA DE LA POLVOROSA;492000;;;2021-07-23;Santa Cristina
Burgos;BAÑOS DE VALDEARADOS;90350;;;2021-08-13;
Zamora;SANTA MARÍA DE LA VEGA;492030;;;2021-08-17;San Roque
Burgos;BARRIO DE MUÑO;90410;;;2021-08-02;San Pedrillo
Zamora;SANTA MARÍA DE VALVERDE;492040;;;2021-08-17;San Roque
Burgos;BASCONCILLOS DEL TOZO;90450;;;2021-06-29;
Zamora;SANTIBÁÑEZ DE TERA;492050;SITRAMA DE TERA;49205000201;2021-05-07;La Octava
Burgos;BELBIMBRE;90470;;;2021-05-15;San Isidro
Zamora;SANTIBÁÑEZ DE TERA;492050;SITRAMA DE TERA;49205000201;2021-09-29;San Miguel
Burgos;BELBIMBRE;90470;;;2021-09-08;Ntra. Señora
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;;;2021-05-15;San Isidro
Burgos;BERLANGAS DE ROA;90510;;;2021-04-22;
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;BERCIANOS DE VIDRIALES;49206000101;2021-07-03;La Visitación
Burgos;BERLANGAS DE ROA;90510;;;2021-11-30;
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;MORATONES;49206000201;2021-05-15;El Cristo
Burgos;BOZOÓ;90540;;;2021-01-09;San Julian y Santa Basilisa
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;SAN PEDRO DE LA VIÑA;49206000501;2021-06-29;San Pedro
Burgos;BOZOÓ;90540;;;2021-05-15;San Isidro
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;TARDEMEZAR;49206000700;2021-07-17;Santa Marina
Burgos;BRAZACORTA;90550;;;2021-06-24;
Zamora;SANTIBÁÑEZ DE VIDRIALES;492060;VILLAOBISPO;49206000801;2021-05-24;Santa Bárbara
Burgos;BRIVIESCA;90560;;;2021-05-11;La Tabera
Zamora;SANZOLES;492100;;;2021-06-28;San Zoilo
Burgos;BUNIEL;90580;;;2021-05-15;San Isidro
Zamora;SANZOLES;492100;;;2021-09-06;San Sebastián
Burgos;BURGOS;90590;;;2021-06-11;Curpillos
Zamora;TORREGAMONES;492210;;;2021-10-18;Virgen del Templo
Burgos;BURGOS;90590;;;2021-06-29;San Pedro y San Pablo
Zamora;TRABAZOS;492230;;;2021-06-25;San Pelayo
Burgos;BUSTO DE BUREBA;90600;;;2021-11-11;San Martín
Zamora;TRABAZOS;492230;SAN MARTÍN DEL PEDROSO;49223000301;2021-11-11;San Martín
Burgos;CAMPILLO DE ARANDA;90650;;;2021-08-14;
Zamora;TREFACIO;492240;;;2021-07-16;Virgen del Carmen
Burgos;CARDEÑUELA RIOPICO;90750;;;2021-10-07;
Zamora;VALDEFINJAS;492280;;;2021-08-09;El Emigrante
Burgos;CARDEÑUELA RIOPICO;90750;;;2021-12-10;
Zamora;VALLESA DE LA GUAREÑA;492300;;;2021-05-15;Fiesta Local
Burgos;CASCAJARES DE LA SIERRA;90780;;;2021-09-08;
Zamora;VALLESA DE LA GUAREÑA;492300;OLMO DE LA GUAREÑA;49230000101;2021-05-29;Fiesta Local
Burgos;CASTRILLO DE LA REINA;90840;;;2021-05-15;
Zamora;VEGA DE TERA;492310;CALZADA DE TERA;49231000101;2021-08-06;Fiesta Local
Burgos;CASTRILLO DE LA VEGA;90850;;;2021-07-26;
Zamora;VEGA DE TERA;492310;JUNQUERA DE TERA;49231000201;2021-01-20;Fiesta Local
Burgos;SASAMÓN;93630;CASTRILLO DE MURCIA;9363000101;2021-06-03;Corpus Christi
Zamora;VENIALBO;492340;;;2021-08-17;San Roque
Burgos;SASAMÓN;93630;CASTRILLO DE MURCIA;9363000101;2021-08-17;La Virgen y San Roque
Zamora;VEZDEMARBÁN;492350;;;2021-09-08;Virgen de la Cuesta
Burgos;CASTRILLO DEL VAL;90860;;;2021-01-14;Santa Eugenia
Zamora;VILLABRÁZARO;492380;;;2021-08-30;La Magdalena
Burgos;VALLE DE LAS NAVAS;99040;CELADA DE LA TORRE;9904000101;2021-07-24;Santa Cristina
Zamora;VILLABUENA DEL PUENTE;492390;;;2021-04-12;Lunes de Aguas
Burgos;VALLE DE LAS NAVAS;99040;CELADA DE LA TORRE;9904000101;2021-07-25;Santiago Apóstol
Zamora;VILLALOBOS;492480;;;2021-02-05;San Blas
Burgos;CELADA DEL CAMINO;90950;;;2021-05-15;
Zamora;VILLAMAYOR DE CAMPOS;492520;;;2021-03-01;El Ángel
Burgos;CELADA DEL CAMINO;90950;;;2021-09-29;
Zamora;VILLANUEVA DE CAMPEÁN;492580;;;2021-08-30;San Juan Degollado
Burgos;COGOLLOS;91080;;;2021-06-29;San Pedro
Zamora;VILLANUEVA DE LAS PERAS;492590;;;2021-08-17;San Eusebio
Burgos;COVARRUBIAS;91130;;;2021-09-28;
Zamora;VILLAR DE FALLAVES;492630;;;2021-01-22;San Vicente
Burgos;ESPINOSA DE LOS MONTEROS;91240;;;2021-11-22;Santa Cecilia
Zamora;VILLAR DEL BUEY;492640;CIBANAL;49264000101;2021-07-23;La Magdalena
Burgos;FRESNILLO DE LAS DUEÑAS;91310;;;2021-05-14;
Zamora;VILLAR DEL BUEY;492640;PINILLA DE FERMOSELLE;49264000601;2021-05-06;San Miguel
Burgos;FRESNILLO DE LAS DUEÑAS;91310;;;2021-08-27;
Zamora;VILLARALBO;492610;;;2021-01-23;San Ildefonso
Burgos;FUENTECEN;91360;;;2021-04-30;Santo Cristo del Carmelo
Zamora;VILLARALBO;492610;;;2021-05-24;Virgen del Viso
Burgos;FUENTECEN;91360;;;2021-08-27;San Mamés
Zamora;VILLARDECIERVOS;492620;;;2021-06-03;Corpus Christi
Burgos;HACINAS;91540;;;2021-09-20;Santa Lucía
Zamora;VILLARDIEGUA DE LA RIBERA;492650;;;2021-08-27;San Mamed
Burgos;HONTORIA DE VALDEARADOS;91640;;;2021-05-15;San Isidro
Zamora;VILLARDONDIEGO;492670;;;2021-05-15;San Isidro
Burgos;HONTORIA DEL PINAR;91630;;;2021-08-13;Ntra. Señora
Zamora;VILLARRÍN DE CAMPOS;492680;;;2021-09-27;Cristo de los Afligidos
Burgos;HOYALES DE ROA;91700;;;2021-08-23;San Bartolomé
Zamora;VILLAVEZA DE VALVERDE;492720;;;2021-05-17;Novena de la Virgen
Burgos;HOYALES DE ROA;91700;;;2021-08-24;San Bartolomé
Zamora;VILLAVEZA DE VALVERDE;492720;;;2021-08-20;El Salvador
Burgos;HUERMECES;91720;;;2021-08-10;San Lorenzo
Zamora;VILLAVEZA DEL AGUA;492710;;;2021-08-06;San Salvador
Burgos;HUERTA DE ARRIBA;91730;;;2021-08-26;San Vitores
Zamora;VIÑAS;492730;SAN BLAS;49273000201;2021-02-02;San Blas
Burgos;HUERTA DE REY;91740;;;2021-06-25;San Pelayo
Zamora;VIÑAS;492730;SAN BLAS;49273000201;2021-02-03;San Blas
Burgos;HUERTA DE REY;91740;;;2021-10-01;Virgen del Rosario
Zamora;ZAMORA;492750;;;2021-05-24;La Hiniesta
Burgos;IBEAS DE JUARROS;91770;;;2021-05-15;San Isidro
Zamora;HINIESTA (LA);490953;;;2020-04-25;San Marcos
Burgos;IBEAS DE JUARROS;91770;;;2021-09-29;San Miguel
Zamora;JAMBRINA;490966;;;2020-01-25;San Geminiano
Burgos;IGLESIAS;91800;;;2021-05-15;
Zamora;JAMBRINA;490966;;;2020-05-15;San Isidro
Burgos;IGLESIAS;91800;;;2021-11-11;
Zamora;JUSTEL;490972;JUSTEL;49097000000;2020-07-25;Santiago Apóstol
Burgos;MAMOLAR;92010;;;2021-08-12;
Zamora;JUSTEL;490972;JUSTEL;49097000000;2020-10-05;Virgen del Rosario
Burgos;MAZUELA;92060;;;2021-05-15;San Isidro
Zamora;JUSTEL;490972;QUINTANILLA;9410004606;2020-05-18;La Pilarica
Burgos;MAZUELA;92060;;;2021-08-03;San Esteban
Zamora;JUSTEL;490972;VILLALVERDE;49097000300;2020-01-28;San Tirso
Burgos;MEDINA DE POMAR;92090;;;2021-10-04;Ntra. Sra. del Rosario
Zamora;LOSACINO;490988;LOSACINO;49098000000;2020-10-02;Virgen del Rosario
Burgos;MELGAR DE FERNAMENTAL;92110;;;2021-03-19;
Zamora;LOSACINO;490988;CASTILLO DE ALBA;49098000100;2020-08-01;Santa Cruz
Burgos;MELGAR DE FERNAMENTAL;92110;;;2021-08-17;
Zamora;LOSACINO;490988;VIDE DE ALBA;49098000400;2020-08-13;Virgen de la Encina
Burgos;VALLE DE LAS NAVAS;99040;MELGOSA;9904000201;2021-10-02;Fiesta del Rosario
Zamora;LUBIÁN;491005;ACIBEROS;49100000100;2020-08-05;Tuiza de Verano
Burgos;MERINDAD DE CUESTA-URRIA;92130;;;2021-06-29;San Pedro y San Pablo
Zamora;LUBIÁN;491005;CHANOS;49100000200;2020-08-05;Tuiza de Verano
Burgos;MERINDAD DE RIO UBIERNA;99060;;;2021-06-29;San Pedro
Zamora;LUBIÁN;491005;CHANOS;49100000200;2020-09-21;San Mateo
Burgos;MERINDAD DE VALDIVIELSO;92170;;;2021-05-17;
Zamora;LUBIÁN;491005;HEDRADAS (LAS);49100000300;2020-06-29;San Pedro
Burgos;MERINDAD DE VALDIVIELSO;92170;;;2021-06-24;
Zamora;LUELMO;491012;LUELMO;49101000000;2020-05-15;San Isidro
Burgos;MILAGROS;92180;;;2021-05-03;
Zamora;MADRIDANOS;491033;;;2020-08-03;San Esteban
Burgos;MIRANDA DE EBRO;92190;;;2021-09-13;Ntra. Sra. de Altamira
Zamora;MAHIDE;491048;MAHIDE;49104000000;2020-06-01;Fiesta Local
Burgos;MONTERRUBIO DE LA DEMANDA;92260;;;2021-08-17;
Zamora;MAHIDE;491048;BOYA;49104000100;2020-09-08;Fiesta Local
Burgos;MORADILLO DE ROA;92280;;;2021-05-15;
Zamora;MAHIDE;491048;POBLADURA DE ALISTE;49104000300;2020-08-17;Fiesta Local
Burgos;OLMEDILLO DE ROA;92350;;;2021-09-02;
Zamora;MAHIDE;491048;SAN PEDRO DE LAS HERRERÍAS;49104000400;2020-06-29;San Pedro
Burgos;OLMEDILLO DE ROA;92350;;;2021-09-03;
Zamora;MAHIDE;491048;SAN PEDRO DE LAS HERRERÍAS;49104000400;2020-08-12;Fiesta Local
Burgos;OLMILLOS DE MUÑO;92360;;;2021-08-17;San Eusebio
Zamora;MAHIDE;491048;TORRES DE ALISTE (LAS);49104000500;2020-08-05;Las Nieves
Burgos;SASAMÓN;93630;OLMILLOS DE SASAMÓN;9363000301;2021-08-13;La Virgen
Zamora;MAHIDE;491048;TORRES DE ALISTE (LAS);49104000500;2020-08-06;Las Nieves
Burgos;OÑA;92380;;;2021-08-26;San Vitores
Zamora;MAIRE DE CASTROPONCE;491051;;;2020-05-15;San Isidro
Burgos;OQUILLAS;92390;;;2021-08-27;
Zamora;MALVA;491070;;;2020-05-15;San Isidro
Burgos;OQUILLAS;92390;;;2021-09-16;
Zamora;MALVA;491070;;;2020-09-12;Virgen del Tobar
Burgos;PADILLA DE ABAJO;92420;;;2021-05-15;San Isidro
Zamora;MANGANESES DE LA POLVOROSA;491099;RIEGO DEL CAMINO;49108000200;2020-01-22;San Vicente Mártir
Burgos;PAMPLIEGA;92500;;;2021-09-21;San Mateo
Zamora;MANGANESES DE LA POLVOROSA;491099;;;2020-05-15;San Isidro Labrador
Burgos;PARTIDO DE LA SIERRA EN TOBALINA;92550;;;2021-05-15;San Isidro
Zamora;MANZANAL DE ARRIBA;491103;MANZANAL DE ARRIBA;49110000000;2020-04-03;Viernes de Dolores
Burgos;PEDROSA DE RIO URBEL;92590;;;2021-05-14;San Isidro
Zamora;MANZANAL DE ARRIBA;491103;CODESAL;49110000100;2020-06-16;El Corpus
Burgos;PEÑARANDA DE DUERO;92610;;;2021-09-08;
Zamora;MANZANAL DE ARRIBA;491103;LINAREJOS;49110000300;2020-06-01;Pentecostés
Burgos;PINEDA TRASMONTE;92670;;;2021-05-21;Virgen de la Peña
Zamora;MANZANAL DE ARRIBA;491103;PEDROSO DE LA CARBALLEDA;49110000500;2020-04-29;San Pedro Verona
Burgos;PINILLA TRASMONTE;92700;;;2021-07-02;
Zamora;MANZANAL DE ARRIBA;491103;SANDÍN;49110000700;2020-07-25;Santiago Apóstol
Burgos;POZA DE LA SAL;92720;;;2021-04-26;
Zamora;MANZANAL DE ARRIBA;491103;SANTA CRUZ DE LOS CUÉRRAGOS;49110000800;2020-05-13;Virgen de Fátima
Burgos;POZA DE LA SAL;92720;;;2021-09-27;
Zamora;MANZANAL DE LOS INFANTES;491125;DONADILLO;49112000100;2020-05-04;Bendita Cruz
Burgos;QUINTANA DEL PIDIO;92810;;;2021-09-07;
Zamora;MANZANAL DE LOS INFANTES;491125;OTERO DE LOS CENTENOS;49112000500;2020-09-16;San Cipriano
Burgos;QUINTANAORTUÑO;92870;;;2021-11-11;San Martín
Zamora;MATILLA DE ARZÓN;491131;;;2020-08-06;San Salvador
Burgos;QUINTANILLA DEL AGUA Y TORDUELES;99010;QUINTANILLA DEL AGUA;9901000101;2021-05-31;Santísima Trinidad
Zamora;MELGAR DE TERA;491162;PUMAREJO DE TERA;49116000200;2020-05-15;San Isidro
Burgos;REGUMIEL DE LA SIERRA;93090;;;2021-08-26;
Zamora;MICERECES DE TERA;491178;MICERECES DE TERA;49117000000;2020-08-03;San Mamed
Burgos;VALLE DE LAS NAVAS;99040;RIOCEREZO;9904000301;2021-08-21;3º sábado de agosto
Zamora;MICERECES DE TERA;491178;AGUILAR DE TERA;49117000200;2020-07-20;Santa Marina
Burgos;VALLE DE LAS NAVAS;99040;RIOSERAS;9904000401;2021-11-29;San Saturnino
Zamora;MOLACILLOS;491197;;;2020-06-24;San Juan
Burgos;ROA;93210;;;2021-09-08;
Zamora;MOLEZUELAS DE LA CARBALLEDA;491201;;;2020-06-24;San Juan
Burgos;RUCANDIO;93280;;;2021-09-30;San Miguel
Zamora;MOMBUEY;491218;MOMBUEY;49121000000;2020-06-19;Los Corazones
Burgos;SALAS DE LOS INFANTES;93300;;;2021-08-17;San Roque
Zamora;MOMBUEY;491218;VALPARAÍSO;49121000300;2020-07-18;Santa Marina
Burgos;SALDAÑA DE BURGOS;93320;;;2021-06-29;
Zamora;MONTAMARTA;491239;;;2020-02-26;Miércoles de Ceniza
Burgos;SANTA CRUZ DEL VALLE URBIÓN;93460;;;2021-06-29;
Zamora;MONTAMARTA;491239;;;2020-05-15;San Isidro Labrador
Burgos;SANTA CRUZ DEL VALLE URBIÓN;93460;;;2021-09-17;
Zamora;MORAL DE SAYAGO;491244;MORAL DE SAYAGO;49124000000;2020-05-06;Santa Marina
Burgos;SANTO DOMINGO DE SILOS;93580;;;2021-12-20;Santo Domingo
Zamora;MORAL DE SAYAGO;491244;MORAL DE SAYAGO;49124000000;2020-08-03;San Esteban
Burgos;SARGENTES DE LA LORA;93610;;;2021-10-07;
Zamora;MORAL DE SAYAGO;491244;ABELÓN;49124000200;2020-04-30;San Felipe
Burgos;SORDILLOS;93680;;;2021-05-14;
Zamora;MORALES DE REY;491282;MORALES DE REY;49128000000;2020-02-25;Martes de Carnaval
Burgos;SOTILLO DE LA RIBERA;93690;;;2021-02-05;
Zamora;MORALES DE REY;491282;VECILLA DE LA POLVOROSA;49128000200;2020-05-15;San Isidro Labrador
Burgos;SOTILLO DE LA RIBERA;93690;;;2021-09-06;
Zamora;MORALINA;491316;;;2020-05-08;San Miguel
Burgos;VALLE DE LAS NAVAS;99040;TEMIÑO;9904000601;2021-07-10;2º sábado de julio
Zamora;MUELAS DE LOS CABALLEROS;491342;MUELAS DE LOS CABALLEROS;49134000000;2020-08-17;La Asunción
Burgos;TERRADILLOS DE ESGUEVA;93800;;;2021-05-15;San Isidro
Zamora;MUELAS DE LOS CABALLEROS;491342;DONADO;49134000100;2020-06-29;San Pedro
Burgos;VALLE DE LAS NAVAS;99040;TOBES;9904000701;2021-05-08;San Miguel
Zamora;MUELAS DE LOS CABALLEROS;491342;GRAMEDO;34056000700;2020-03-19;San José
Burgos;TORDÓMAR;93840;;;2021-08-30;
Zamora;MUELAS DEL PAN;491355;MUELAS DEL PAN;49135000000;2020-04-13;Cristo de San Esteban
Burgos;TORREGALINDO;93870;;;2021-06-24;
Zamora;MUELAS DEL PAN;491355;MUELAS DEL PAN;49135000000;2020-07-24;Santiago
Burgos;TORREPADRE;93890;;;2021-08-03;San Esteban
Zamora;MUELAS DEL PAN;491355;RICOBAYO DE ALBA;49135000300;2020-08-14;Ntra. Señora de la Asunción
Burgos;TORRESANDINO;93900;;;2021-11-11;San Martín
Zamora;MUELAS DEL PAN;491355;RICOBAYO DE ALBA;49135000300;2020-10-09;Ofertorio
Burgos;TÓRTOLES DE ESGUEVA;93910;;;2021-10-04;
Zamora;MUGA DE SAYAGO;491368;;;2020-01-22;San Vicente
Burgos;TRESPADERNE;93940;;;2021-08-24;San Bartolomé
Zamora;OLMILLOS DE CASTRO;491380;MÁRQUIZ DE ALBA;49138000100;2020-08-07;Fiesta de Verano
Burgos;VALDEZATE;94050;;;2021-05-15;
Zamora;OLMILLOS DE CASTRO;491380;NAVIANOS DE ALBA;49138000200;2020-10-03;Nuestra Señora del Rosario
Burgos;VALLARTA DE BUREBA;94080;;;2021-05-15;San Isidro
Zamora;OLMILLOS DE CASTRO;491380;SAN MARTÍN DE TÁBARA;49138000400;2020-11-11;San Martín
Burgos;VALLUÉRCANES;94190;;;2021-05-15;San Isidro
Zamora;PALACIOS DE SANABRIA;491435;PALACIOS DE SANABRIA;49143000000;2020-08-28;El Cristo
Burgos;VILLADIEGO;94270;;;2021-02-16;Martes de Carnaval
Zamora;PALACIOS DE SANABRIA;491435;REMESAL;49143000300;2020-02-24;Santa Marta
Burgos;VILLAFRUELA;94320;;;2021-08-10;San Lorenzo
Zamora;PALACIOS DE SANABRIA;491435;VIME DE SANABRIA;49143000400;2020-11-11;San Martino
Burgos;VILLAGONZALO PEDERNALES;94340;;;2021-09-13;
Zamora;PALACIOS DE SANABRIA;491435;VIME DE SANABRIA;49143000400;2020-12-14;Santa Lucía
Burgos;VILLALBA DE DUERO;94380;;;2021-05-10;San Miguel Arcángel
Zamora;PEÑAUSENDE;491491;TAMAME;49149000300;2020-06-13;San Antonio
Burgos;VILLALBILLA DE BURGOS;94390;;;2021-06-29;San Pedro
Zamora;PERDIGÓN (EL);491511;TARDOBISPO;49151000300;2020-08-06;San Salvador
Burgos;VILLAMAYOR DE LOS MONTES;94430;;;2021-05-15;Virgen de la Nava
Zamora;PERILLA DE CASTRO;491532;;;2020-11-11;San Martín
Burgos;VILLAMAYOR DE LOS MONTES;94430;;;2021-10-27;San Vicente, Sabina y Cristeta
Zamora;PÍAS;491547;BARJACOBA;49154000100;2020-07-02;Santa Cecilia
Burgos;VILLAMAYOR DE TREVIÑO;94440;;;2021-07-12;
Zamora;PIEDRAHITA DE CASTRO;491550;;;2020-05-15;San Isidro
Burgos;SASAMÓN;93630;VILLANDIEGO;9363000501;2021-07-19;Santa Marina
Zamora;POBLADURA DE VALDERADUEY;491602;;;2020-05-09;San Gregorio
Burgos;SASAMÓN;93630;VILLASIDRO;9363000601;2021-07-22;Santa María Magdalena
Zamora;POBLADURA DE VALDERADUEY;491602;;;2020-08-01;Fiesta del Turista
Burgos;VILLASUR DE HERREROS;94630;;;2021-09-24;Fiesta de la Merced
Zamora;POBLADURA DEL VALLE;491598;;;2020-09-07;Nuestra Señora de la Natividad
Burgos;VILLAYERNO MORQUILLAS;94710;;;2021-05-15;
Zamora;POBLADURA DEL VALLE;491598;;;2020-12-21;Santo Tomás
Burgos;VILLAZOPEQUE;94720;;;2021-06-24;San Juan
Zamora;QUINTANILLA DEL MONTE;491683;;;2020-04-24;San Marcos
Burgos;SASAMÓN;93630;YUDEGO;9363000701;2021-10-15;Santa Teresa
Zamora;QUINTANILLA DEL MONTE;491683;;;2020-04-25;San Marcos
Burgos;ZAZUAR;94830;;;2021-11-30;
Zamora;QUIRUELAS DE VIDRIALES;491717;QUIRUELAS DE VIDRIALES;49171000000;2020-08-14;Nuestra Señora de la Asunción
León;ACEBEDO;240010;LIEGOS;24001000201;2021-06-26;San Pelayo
Zamora;RABANALES;491722;RABANALES;49172000000;2020-08-06;San Salvador
León;ALIJA DEL INFANTADO;240030;;;2021-02-17;Míércoles de Ceniza
Zamora;RABANALES;491722;FRADELLOS;49172000100;2020-09-29;San Miguel
León;ALIJA DEL INFANTADO;240030;;;2021-05-17;San Isidro
Zamora;RABANALES;491722;GRISUELA;49172000200;2020-07-22;Santa María Magdalena
León;ALIJA DEL INFANTADO;240030;NORA DEL RÍO (LA);24003000301;2021-06-28;San Pelayo
Zamora;RABANALES;491722;MATELLANES;49172000300;2020-06-30;San Pedro
León;ALMANZA;240040;;;2021-06-14;San Antonio
Zamora;RABANALES;491722;UFONES;49172000600;2020-12-10;Santa Eulalia
León;ALMANZA;240040;;;2021-07-19;Santa Marina
Zamora;RÁBANO DE ALISTE;491738;SAN MAMED;49173000200;2020-08-05;Nuestra Señora de las Nieves
León;ARGANZA;240070;;;2021-01-20;
Zamora;RÁBANO DE ALISTE;491738;SEJAS DE ALISTE;49173000300;2020-08-10;San Lorenzo
León;ARGANZA;240070;;;2021-09-08;
Zamora;RÁBANO DE ALISTE;491738;SEJAS DE ALISTE;49173000300;2020-08-11;San Lorenzo
León;ARGANZA;240070;CAMPELO;24007000201;2021-09-08;
Zamora;RÁBANO DE ALISTE;491738;TOLA;49173000400;2020-07-31;San Félix
León;ARGANZA;240070;MAGAZ DE ARRIBA;24007000501;2021-06-29;
Zamora;REVELLINOS;491756;;;2020-12-21;Santo Tomás
León;ARGANZA;240070;SAN MIGUEL DE ARGANZA;24007000701;2021-12-13;
Zamora;RIOFRÍO DE ALISTE;491769;RIOFRÍO DE ALISTE;49176000000;2020-06-29;San Pedro
León;ARGANZA;240070;SAN MIGUEL DE ARGANZA;24007000701;2021-09-08;
Zamora;RIOFRÍO DE ALISTE;491769;CABAÑAS DE ALISTE;49176000200;2020-08-17;Fiesta Patronal
León;ARGANZA;240070;SAN VICENTE;24007000801;2021-01-22;
Zamora;RIONEGRO DEL PUENTE;491775;VILLAR DE FARFÓN;49177000400;2020-02-03;San Blas
León;ARGANZA;240070;SAN VICENTE;24007000801;2021-09-08;
Zamora;ROBLEDA-CERVANTES;491794;FERREROS;49179000200;2020-02-03;San Blas
León;BALBOA;240090;;;2021-09-08;La Encina
Zamora;ROBLEDA-CERVANTES;491794;PARAMIO;49179000300;2020-01-21;San Vicente
León;BAÑEZA (LA);240100;;;2021-02-16;Martes de carnaval
Zamora;ROBLEDA-CERVANTES;491794;SAMPIL;49179000500;2020-01-21;Los Mártires
León;BARRIOS DE LUNA (LOS);240120;;;2021-12-30;Santa Colomba
Zamora;ROBLEDA-CERVANTES;491794;SAN JUAN DE LA CUESTA;49179000600;2020-01-17;San Antonio
León;BARRIOS DE LUNA (LOS);240120;IREDE DE LUNA;24012000201;2021-11-25;Santa Catalina
Zamora;ROBLEDA-CERVANTES;491794;TRIUFÉ;49179000700;2020-12-19;Virgen de la O
León;BEMBIBRE;240140;;;2021-09-15;
Zamora;ROELOS DE SAYAGO;491808;;;2020-07-31;Fiesta de la Amistad
León;BENAVIDES;240150;;;2021-09-14;
Zamora;ROSINOS DE LA REQUEJADA;491815;ANTA DE RIOCONEJOS;49181000100;2020-09-14;Santo Cristo
León;BENAVIDES;240150;;;2021-09-15;
Zamora;ROSINOS DE LA REQUEJADA;491815;ANTA DE RIOCONEJOS;49181000100;2020-09-15;Santo Cristo
León;BENAVIDES;240150;ANTOÑÁN DEL VALLE;24015000101;2021-05-14;
Zamora;ROSINOS DE LA REQUEJADA;491815;CARBAJALINOS;49181000200;2020-02-03;Las Candelas
León;BERCIANOS DEL PÁRAMO;240170;;;2021-01-22;San Vicente Mártir
Zamora;ROSINOS DE LA REQUEJADA;491815;DONEY DE LA REQUEJADA;49181000300;2020-08-07;Virgen de las Angustias
León;BERCIANOS DEL PÁRAMO;240170;ZUARES DEL PÁRAMO;24017000301;2021-05-05;San Agustín
Zamora;ROSINOS DE LA REQUEJADA;491815;DONEY DE LA REQUEJADA;49181000300;2020-08-10;Virgen de las Angustias
León;BERCIANOS DEL PÁRAMO;240170;ZUARES DEL PÁRAMO;24017000301;2021-12-07;La Inmaculada
Zamora;ROSINOS DE LA REQUEJADA;491815;ESCUREDO;24123000400;2020-09-07;Virgen de la Aparecida
León;BERCIANOS DEL REAL CAMINO;240180;;;2021-05-15;San Isidro Labrador
Zamora;ROSINOS DE LA REQUEJADA;491815;GUSANDANOS;49181000500;2020-04-25;San Marcos
León;BERCIANOS DEL REAL CAMINO;240180;;;2021-09-08;La Virgen de Perales
Zamora;ROSINOS DE LA REQUEJADA;491815;GUSANDANOS;49181000500;2020-04-27;San Marcos
León;BERLANGA DEL BIERZO;240190;;;2021-09-08;La Encina
