fecha,descripcion,ambito,id_municipio,lugar
07/12/23,,municipal,32079,Taboadela
21/02/23,Martes de Entroido,municipal,32080,Teixeira (A)
14/08/23,,municipal,32080,Teixeira (A)
21/02/23,Martes de Entroido,municipal,32081,Toén
11/11/23,San Martiño,municipal,32081,Toén
21/02/23,Martes de Entroido,municipal,32082,Trasmiras
10/04/23,Luns de Pascua,municipal,32082,Trasmiras
21/02/23,Martes de Entroido,municipal,32083,Veiga (A)
08/09/23,,municipal,32083,Veiga (A)
21/02/23,Martes de Entroido,municipal,32084,Verea
13/11/23,San Martiño,municipal,32084,Verea
17/01/23,Santo Antón,municipal,32085,Verín
22/02/23,Mércores de Cinza,municipal,32085,Verín
22/02/23,Mércores de Cinza,municipal,32086,Viana do Bolo
16/08/23,San Roque,municipal,32086,Viana do Bolo
21/02/23,Martes de Entroido,municipal,32087,Vilamarín
13/11/23,luns seguinte ao San Martiño,municipal,32087,Vilamarín
24/04/23,San Xurxo,municipal,32088,Vilamartín de Valdeorras
21/07/23,Santa María Madalena,municipal,32088,Vilamartín de Valdeorras
01/08/23,,municipal,32089,Vilar de Barrio
13/10/23,,municipal,32089,Vilar de Barrio
10/04/23,Luns de Pascua,municipal,32090,Vilar de Santos
04/08/23,Virxe das Neves,municipal,32090,Vilar de Santos
22/02/23,Mércores de Cinza,municipal,32091,Vilardevós
16/08/23,festa de San Roque,municipal,32091,Vilardevós
20/02/23,Luns de Entroido,municipal,32092,Vilariño de Conso
10/07/23,San Martiño de Verán,municipal,32092,Vilariño de Conso
11/07/23,San Bieito,municipal,36001,Arbo
16/08/23,San Roque,municipal,36001,Arbo
16/06/23,festa do Viño,municipal,36002,Barro
29/09/23,Romaría de San Breixo,municipal,36002,Barro
03/03/23,festa da Arribada,municipal,36003,Baiona
26/09/23,festividade de San Cosme,municipal,36003,Baiona
23/02/23,Día de Rosalía,municipal,36004,Bueu
11/11/23,festividade de San Martiño,municipal,36004,Bueu
23/06/23,,municipal,36005,Caldas de Reis
16/08/23,San Roque,municipal,36005,Caldas de Reis
11/07/23,San Bieito,municipal,36006,Cambados
18/07/23,Santa Mariña,municipal,36006,Cambados
13/06/23,Santo Antonio,municipal,36007,Campo Lameiro
29/09/23,San Miguel,municipal,36007,Campo Lameiro
31/03/23,Venres das Dores,municipal,36008,Cangas
28/08/23,Luns do Cristo,municipal,36008,Cangas
29/05/23,Romaría das Pascuillas,municipal,36009,Cañiza (A)
21/09/23,Romaría da Virxe da Pena de Francia,municipal,36009,Cañiza (A)
10/07/23,Santo Antonio na parroquia de Catoira,municipal,36010,Catoira
14/08/23,Santa Baia na parroquia de Oeste,municipal,36010,Catoira
29/05/23,festa das Pascuillas,municipal,36013,Covelo
13/10/23,,municipal,36013,Covelo
21/02/23,,municipal,36014,Crecente
29/06/23,San Pedro,municipal,36014,Crecente
11/07/23,San Bieito,municipal,36015,Cuntis
18/08/23,Santo Antón,municipal,36015,Cuntis
17/07/23,Luns da Virxe do Carme,municipal,36016,Dozón
04/09/23,Luns da Pena de Francia,municipal,36016,Dozón
26/06/23,festas patronais de San Paio,municipal,36017,Estrada (A)
27/06/23,festas patronais de San Paio,municipal,36017,Estrada (A)
28/08/23,Luns das Dores,municipal,36018,Forcarei
10/11/23,San Martiño,municipal,36018,Forcarei
10/04/23,Luns de Pascua,municipal,36019,Fornelos de Montes
10/08/23,festas de San Lourenzo,municipal,36019,Fornelos de Montes
29/06/23,San Pedro e San Pablo,municipal,36020,Agolada
30/06/23,San Pedro e San Pablo,municipal,36020,Agolada
11/07/23,San Bieito,municipal,36021,Gondomar
16/08/23,San Roque,municipal,36021,Gondomar
17/07/23,luns seguinte á festividade do Carme,municipal,36022,Grove (O)
10/11/23,venres véspera de San Martiño,municipal,36022,Grove (O)
14/08/23,,municipal,36023,Guarda (A)
23/09/23,Santa Trega,municipal,36023,Guarda (A)
25/09/23,festas patronais Virxe das Dores,municipal,36024,Lalín
26/09/23,festas patronais Virxe das Dores,municipal,36024,Lalín
27/07/23,San Xoaquín e Santa Ana,municipal,36025,Lama (A)
04/08/23,festa das Ermidas,municipal,36025,Lama (A)
22/02/23,Mércores de Cinza,municipal,36026,Marín
08/09/23,festividade da Virxe do Porto,municipal,36026,Marín
11/07/23,San Bieito,municipal,36027,Meaño
13/12/23,Santa Lucía,municipal,36027,Meaño
10/04/23,Luns de Pascua (Nosa Señora das Cabezas),municipal,36028,Meis
11/07/23,San Bieito,municipal,36028,Meis
10/04/23,Os Remedios,municipal,36029,Moaña
11/11/23,San Martiño,municipal,36029,Moaña
29/05/23,,municipal,36030,Mondariz
16/08/23,San Roque,municipal,36030,Mondariz
29/05/23,festividade da Virxe da Franqueira,municipal,36031,Mondariz-Balneario
17/07/23,festividade da Virxe do Carme,municipal,36031,Mondariz-Balneario
19/07/23,Santa Xusta,municipal,36032,Moraña
13/12/23,Santa Lucía,municipal,36032,Moraña
13/06/23,festa da Rosa,municipal,36033,Mos
07/08/23,San Mamede,municipal,36033,Mos
31/07/23,festividade de Santa Marta,municipal,36034,Neves (As)
07/08/23,festividade da Nosa Señora das Neves,municipal,36034,Neves (As)
29/06/23,San Pedro,municipal,36035,Nigrán
01/08/23,San Fiz,municipal,36035,Nigrán
29/05/23,festividade da Virxe do Mar,municipal,36036,Oia
07/08/23,festividade de San Mamede,municipal,36036,Oia
10/04/23,Luns de Pascua,municipal,36037,Pazos de Borbén
07/08/23,A Branca Pequena,municipal,36037,Pazos de Borbén
22/02/23,Mércores de Cinza,municipal,36038,Pontevedra
11/07/23,San Bieito ,municipal,36038,Pontevedra
11/07/23,San Bieito,municipal,36039,Porriño (O)
25/09/23,Día do Cristo,municipal,36039,Porriño (O)
21/03/23,San Bieito,municipal,36040,Portas
10/04/23,Luns de Pascua,municipal,36040,Portas
24/06/23,,municipal,36041,Poio
17/08/23,,municipal,36041,Poio
12/06/23,luns seguinte á festividade do Corpus Christi,municipal,36042,Ponteareas
29/09/23,festividade de San Miguel,municipal,36042,Ponteareas
10/04/23,Luns de Pascua,municipal,36043,Ponte Caldelas
30/08/23,mércores da festa das Dores,municipal,36043,Ponte Caldelas
07/01/23,festa de San Xulián,municipal,36044,Pontecesures
03/07/23,festa do Carme,municipal,36044,Pontecesures
17/04/23,Luns do Cristo,municipal,36045,Redondela
08/06/23,Xoves da Coca,municipal,36045,Redondela
10/04/23,Luns de Pascua,municipal,36046,Ribadumia
02/06/23,festa do Viño Tinto,municipal,36046,Ribadumia
12/06/23,Santo Antonio,municipal,36047,Rodeiro
08/09/23,Nosa Señora do Faro,municipal,36047,Rodeiro
21/02/23,Martes de Entroido,municipal,36048,Rosal (O)
29/09/23,festividade de San Miguel,municipal,36048,Rosal (O)
21/02/23,Martes de Entroido,municipal,36049,Salceda de Caselas
17/07/23,Luns do Cristo,municipal,36049,Salceda de Caselas
12/06/23,festividade do Santísimo Cristo da Victoria,municipal,36050,Salvaterra de Miño
10/08/23,festividade de San Lourenzo,municipal,36050,Salvaterra de Miño
10/04/23,Romaría do Con,municipal,36051,Sanxenxo
04/09/23,Santa Rosalía,municipal,36051,Sanxenxo
07/07/23,festa do Lacón,municipal,36052,Silleda
21/08/23,festa da Empanada da Bandeira,municipal,36052,Silleda
10/04/23,Luns de Pascua,municipal,36053,Soutomaior
07/08/23,San Salvador,municipal,36053,Soutomaior
21/02/23,Martes de Entroido,municipal,36054,Tomiño
11/09/23,Luns do Alivio,municipal,36054,Tomiño
21/02/23,Martes de Entroido,municipal,36055,Tui
17/04/23,Luns de San Telmo,municipal,36055,Tui
03/02/23,San Brais,municipal,36056,Valga
24/07/23,Santa Cristina,municipal,36056,Valga
28/03/23,Día da Reconquista,municipal,36057,Vigo
16/08/23,San Roque,municipal,36057,Vigo
21/02/23,Martes de Entroido,municipal,36058,Vilaboa
11/11/23,San Martiño,municipal,36058,Vilaboa
07/08/23,festividade da Nosa Señora da Piedade,municipal,36059,Vila de Cruces
08/08/23,festividade da Nosa Señora da Piedade,municipal,36059,Vila de Cruces
22/05/23,festividade de Santa Rita,municipal,36060,Vilagarcía de Arousa
16/08/23,festividade de San Roque,municipal,36060,Vilagarcía de Arousa
21/02/23,Martes de Entroido,municipal,36061,Vilanova de Arousa
16/09/23,San Cibrao,municipal,36061,Vilanova de Arousa
07/01/23,festividade de San Xulián,municipal,36901,Illa de Arousa (A)
21/02/23,Martes de Entroido,municipal,36901,Illa de Arousa (A)
31/07/23,festividade do Ecce-Homo,municipal,36902,Cerdedo-Cotobade
21/08/23,San Roque,municipal,36902,Cerdedo-Cotobade
